상담ID,고객ID,상담일시,상담유형,상담시간(분),상담원ID,상담평가,재상담필요
CALL001478,CUST000942,2024-07-18 13:00:00,불만,20,CS21,3,True
CALL001479,CUST004410,2023-04-10 11:00:00,홍보,20,CS45,5,False
CALL001480,CUST004278,2023-07-29 09:00:00,기술지원,2,CS30,4,False
CALL001481,CUST000882,2023-08-17 18:00:00,신청,29,CS38,5,False
CALL001482,CUST003289,2024-07-05 08:00:00,기술지원,17,CS04,3,False
CALL001483,CUST003970,2023-02-14 12:00:00,홍보,15,CS21,5,False
CALL001484,CUST003295,2024-08-10 16:00:00,홍보,11,CS47,4,False
CALL001485,CUST003292,2023-08-18 10:00:00,요금조회,6,CS30,5,False
CALL001486,CUST004533,2023-03-07 18:00:00,요금조회,29,CS08,5,False
CALL001487,CUST000246,2023-03-27 10:00:00,신청,10,CS37,5,False
CALL001488,CUST001716,2023-06-05 09:00:00,홍보,10,CS48,2,False
CALL001489,CUST002552,2023-06-27 09:00:00,요금조회,11,CS06,1,False
CALL001490,CUST001654,2024-01-17 12:00:00,기술지원,17,CS49,3,False
CALL001491,CUST003301,2024-06-07 18:00:00,홍보,8,CS42,5,False
CALL001492,CUST003556,2023-04-26 13:00:00,홍보,25,CS34,5,False
CALL001493,CUST003570,2024-07-05 10:00:00,기술지원,2,CS41,5,False
CALL001494,CUST001065,2024-03-21 16:00:00,기술지원,29,CS37,5,False
CALL001495,CUST002539,2024-03-03 16:00:00,홍보,4,CS35,4,False
CALL001496,CUST000146,2024-05-26 14:00:00,기술지원,7,CS26,4,False
CALL001497,CUST003155,2023-11-02 08:00:00,불만,16,CS28,5,False
CALL001498,CUST001512,2023-04-17 17:00:00,요금조회,18,CS48,5,False
CALL001499,CUST001892,2023-04-23 16:00:00,홍보,9,CS20,4,False
CALL001500,CUST002022,2023-12-01 12:00:00,신청,19,CS46,3,True
CALL001501,CUST001681,2024-07-23 16:00:00,홍보,20,CS26,3,False
CALL001502,CUST003819,2023-03-01 14:00:00,요금조회,14,CS38,5,True
CALL001503,CUST000399,2023-11-13 12:00:00,신청,22,CS14,4,False
CALL001504,CUST003220,2023-05-17 18:00:00,요금조회,3,CS28,5,False
CALL001505,CUST004276,2023-01-01 08:00:00,신청,23,CS22,5,False
CALL001506,CUST001221,2024-02-02 10:00:00,홍보,27,CS25,5,False
CALL001507,CUST004069,2024-08-06 16:00:00,요금조회,19,CS08,4,False
CALL001508,CUST004191,2024-05-24 15:00:00,불만,21,CS36,4,False
CALL001509,CUST000340,2024-10-15 16:00:00,기술지원,16,CS16,5,False
CALL001510,CUST003281,2024-05-06 11:00:00,홍보,3,CS13,2,False
CALL001511,CUST000701,2023-11-18 16:00:00,기술지원,15,CS21,4,False
CALL001512,CUST000592,2023-12-02 14:00:00,요금조회,21,CS46,4,False
CALL001513,CUST002026,2024-10-15 14:00:00,홍보,21,CS39,2,False
CALL001514,CUST001122,2023-10-16 14:00:00,신청,8,CS32,2,False
CALL001515,CUST001462,2023-11-15 09:00:00,신청,12,CS17,5,True
CALL001516,CUST003807,2024-09-02 14:00:00,불만,21,CS41,4,False
CALL001517,CUST004496,2023-05-13 11:00:00,기술지원,27,CS43,5,False
CALL001518,CUST002713,2023-10-31 18:00:00,신청,13,CS36,5,False
CALL001519,CUST000655,2023-07-04 09:00:00,불만,18,CS30,5,False
CALL001520,CUST000350,2024-09-17 10:00:00,불만,27,CS26,4,False
CALL001521,CUST001778,2024-03-22 10:00:00,신청,25,CS36,3,False
CALL001522,CUST002900,2023-07-03 09:00:00,기술지원,29,CS01,5,False
CALL001523,CUST002518,2023-07-17 10:00:00,신청,21,CS24,5,False
CALL001524,CUST004333,2023-01-18 12:00:00,요금조회,3,CS44,1,True
CALL001525,CUST000913,2024-12-07 09:00:00,홍보,18,CS30,5,True
CALL001526,CUST001370,2023-02-16 12:00:00,요금조회,1,CS04,1,False
CALL001527,CUST002461,2023-06-17 17:00:00,기술지원,27,CS50,3,False
CALL001528,CUST001304,2023-09-17 16:00:00,불만,26,CS12,5,False
CALL001529,CUST002644,2023-08-11 09:00:00,홍보,5,CS16,1,False
CALL001530,CUST001555,2023-10-16 15:00:00,불만,19,CS48,5,False
CALL001531,CUST001674,2024-06-07 17:00:00,기술지원,3,CS45,2,False
CALL001532,CUST002893,2024-12-17 09:00:00,홍보,16,CS31,4,False
CALL001533,CUST003607,2023-04-03 15:00:00,불만,10,CS31,4,False
CALL001534,CUST003496,2024-09-21 15:00:00,기술지원,2,CS47,5,False
CALL001535,CUST003653,2023-06-07 14:00:00,홍보,15,CS06,1,True
CALL001536,CUST000183,2024-08-25 17:00:00,기술지원,8,CS35,1,False
CALL001537,CUST003626,2024-08-31 17:00:00,홍보,14,CS17,5,False
CALL001538,CUST004909,2023-10-12 17:00:00,불만,19,CS16,5,True
CALL001539,CUST000327,2024-12-08 16:00:00,불만,18,CS01,5,False
CALL001540,CUST004798,2023-04-09 18:00:00,신청,2,CS42,4,False
CALL001541,CUST001983,2023-06-14 16:00:00,불만,12,CS07,4,False
CALL001542,CUST001712,2024-12-16 11:00:00,요금조회,23,CS37,5,False
CALL001543,CUST001487,2023-04-24 16:00:00,신청,19,CS12,4,True
CALL001544,CUST002393,2023-01-21 08:00:00,요금조회,22,CS11,4,False
CALL001545,CUST004011,2023-08-13 14:00:00,요금조회,5,CS02,4,True
CALL001546,CUST000694,2024-03-08 14:00:00,기술지원,5,CS39,5,False
CALL001547,CUST000439,2023-01-22 10:00:00,요금조회,19,CS24,5,False
CALL001548,CUST004554,2024-12-24 08:00:00,홍보,25,CS28,5,False
CALL001549,CUST004503,2023-03-05 08:00:00,기술지원,8,CS32,3,False
CALL001550,CUST001983,2023-12-23 11:00:00,신청,4,CS16,4,False
CALL001551,CUST003159,2023-06-15 16:00:00,기술지원,3,CS14,4,False
CALL001552,CUST004298,2023-12-11 11:00:00,홍보,26,CS13,3,False
CALL001553,CUST001293,2024-07-11 14:00:00,홍보,20,CS10,2,False
CALL001554,CUST000920,2023-07-13 09:00:00,요금조회,29,CS45,3,False
CALL001555,CUST000614,2023-01-04 13:00:00,신청,26,CS46,5,True
CALL001556,CUST002653,2024-10-08 08:00:00,불만,12,CS39,5,False
CALL001557,CUST004467,2023-12-01 10:00:00,홍보,11,CS45,5,False
CALL001558,CUST000678,2023-10-04 11:00:00,홍보,5,CS31,5,False
CALL001559,CUST002830,2024-06-26 11:00:00,불만,11,CS14,4,False
CALL001560,CUST003086,2024-07-17 08:00:00,신청,9,CS44,3,False
CALL001561,CUST002224,2023-12-30 16:00:00,신청,22,CS09,5,False
CALL001562,CUST003937,2024-12-06 10:00:00,기술지원,4,CS14,4,False
CALL001563,CUST003966,2024-03-03 17:00:00,홍보,1,CS37,5,False
CALL001564,CUST001605,2023-06-25 18:00:00,기술지원,25,CS26,5,False
CALL001565,CUST002065,2024-08-01 17:00:00,불만,25,CS19,4,False
CALL001566,CUST002199,2023-03-05 08:00:00,불만,19,CS17,4,False
CALL001567,CUST000316,2024-04-06 14:00:00,신청,28,CS03,1,False
CALL001568,CUST002368,2024-06-30 14:00:00,신청,6,CS12,2,False
CALL001569,CUST002048,2023-06-17 15:00:00,신청,2,CS36,3,True
CALL001570,CUST001206,2024-03-22 11:00:00,기술지원,16,CS09,5,False
CALL001571,CUST004087,2023-08-21 10:00:00,요금조회,17,CS21,4,False
CALL001572,CUST004669,2024-07-23 11:00:00,기술지원,4,CS16,5,False
CALL001573,CUST000394,2024-05-28 17:00:00,요금조회,13,CS49,5,False
CALL001574,CUST004010,2024-01-30 18:00:00,요금조회,15,CS11,5,False
CALL001575,CUST001501,2023-07-28 11:00:00,홍보,1,CS26,5,False
CALL001576,CUST000394,2024-05-10 14:00:00,불만,13,CS30,4,False
CALL001577,CUST004541,2023-03-27 16:00:00,불만,12,CS25,3,False
CALL001578,CUST003689,2023-12-11 18:00:00,요금조회,8,CS40,5,False
CALL001579,CUST004470,2023-04-27 18:00:00,요금조회,25,CS38,3,False
CALL001580,CUST002694,2024-07-09 14:00:00,불만,14,CS42,5,False
CALL001581,CUST002265,2023-07-01 14:00:00,홍보,13,CS12,5,False
CALL001582,CUST004969,2024-04-10 09:00:00,기술지원,13,CS17,3,True
CALL001583,CUST001647,2023-09-11 14:00:00,기술지원,5,CS11,4,True
CALL001584,CUST001763,2024-07-19 12:00:00,요금조회,23,CS29,4,False
CALL001585,CUST002462,2023-04-22 08:00:00,요금조회,12,CS31,4,False
CALL001586,CUST003806,2023-03-18 11:00:00,기술지원,14,CS16,2,False
CALL001587,CUST003328,2023-06-08 18:00:00,신청,26,CS40,4,False
CALL001588,CUST003931,2024-06-01 10:00:00,불만,11,CS46,4,False
CALL001589,CUST003555,2023-07-25 11:00:00,요금조회,13,CS11,2,False
CALL001590,CUST001553,2024-09-15 10:00:00,기술지원,10,CS15,4,False
CALL001591,CUST004080,2023-04-12 18:00:00,불만,20,CS47,4,False
CALL001592,CUST003847,2024-07-07 16:00:00,신청,17,CS35,5,False
CALL001593,CUST001956,2023-08-18 13:00:00,신청,3,CS22,5,False
CALL001594,CUST002206,2023-07-11 15:00:00,요금조회,12,CS42,5,False
CALL001595,CUST003405,2024-09-06 09:00:00,홍보,17,CS10,5,False
CALL001596,CUST003733,2024-06-25 15:00:00,불만,11,CS03,5,False
CALL001597,CUST003376,2023-11-30 08:00:00,요금조회,20,CS09,4,False
CALL001598,CUST000957,2024-02-20 15:00:00,기술지원,11,CS16,5,False
CALL001599,CUST004210,2024-05-19 14:00:00,불만,11,CS44,4,False
CALL001600,CUST001528,2023-04-08 18:00:00,신청,8,CS12,5,True
CALL001601,CUST001869,2023-02-14 14:00:00,기술지원,5,CS02,5,False
CALL001602,CUST003236,2024-10-06 13:00:00,요금조회,17,CS37,4,False
CALL001603,CUST001593,2024-08-18 10:00:00,요금조회,2,CS07,2,False
CALL001604,CUST001950,2023-01-07 18:00:00,요금조회,23,CS17,1,False
CALL001605,CUST000761,2024-07-05 16:00:00,신청,7,CS45,5,False
CALL001606,CUST000903,2023-04-13 18:00:00,기술지원,24,CS01,4,False
CALL001607,CUST001265,2023-09-30 11:00:00,신청,27,CS05,5,True
CALL001608,CUST002926,2023-03-18 17:00:00,기술지원,26,CS28,4,False
CALL001609,CUST000572,2023-05-11 15:00:00,불만,17,CS40,3,False
CALL001610,CUST002212,2024-09-13 15:00:00,기술지원,20,CS13,5,False
CALL001611,CUST003802,2024-02-24 09:00:00,기술지원,27,CS15,3,False
CALL001612,CUST001030,2024-04-16 16:00:00,홍보,29,CS49,4,True
CALL001613,CUST004884,2024-12-12 09:00:00,기술지원,12,CS12,4,False
CALL001614,CUST003359,2023-12-27 17:00:00,신청,18,CS34,5,False
CALL001615,CUST003464,2024-03-05 17:00:00,홍보,21,CS18,5,False
CALL001616,CUST000842,2024-06-30 18:00:00,홍보,20,CS19,3,True
CALL001617,CUST000571,2023-09-10 16:00:00,홍보,18,CS09,4,False
CALL001618,CUST000310,2024-12-10 12:00:00,요금조회,25,CS14,5,False
CALL001619,CUST002407,2023-12-25 18:00:00,신청,7,CS20,4,False
CALL001620,CUST004392,2024-05-24 10:00:00,홍보,12,CS32,2,False
CALL001621,CUST002967,2024-11-22 08:00:00,기술지원,13,CS43,5,False
CALL001622,CUST002140,2023-06-04 14:00:00,요금조회,9,CS05,4,False
CALL001623,CUST003551,2024-01-21 13:00:00,홍보,6,CS39,5,False
CALL001624,CUST004215,2024-12-13 14:00:00,기술지원,22,CS38,4,False
CALL001625,CUST000071,2024-06-30 14:00:00,요금조회,21,CS34,4,False
CALL001626,CUST002967,2023-06-24 17:00:00,요금조회,4,CS10,4,False
CALL001627,CUST000423,2023-12-29 17:00:00,홍보,16,CS39,3,False
CALL001628,CUST003657,2023-04-07 10:00:00,신청,2,CS01,5,False
CALL001629,CUST004817,2023-11-28 15:00:00,요금조회,2,CS44,1,True
CALL001630,CUST003477,2023-07-29 12:00:00,홍보,6,CS31,5,True
CALL001631,CUST001207,2024-09-23 16:00:00,신청,9,CS22,5,False
CALL001632,CUST002092,2024-08-30 17:00:00,요금조회,19,CS21,5,True
CALL001633,CUST001511,2023-06-16 13:00:00,신청,16,CS06,4,False
CALL001634,CUST004766,2023-11-30 11:00:00,요금조회,21,CS22,3,False
CALL001635,CUST001395,2024-09-08 12:00:00,신청,16,CS18,3,False
CALL001636,CUST004472,2024-11-18 14:00:00,불만,14,CS45,1,False
CALL001637,CUST000819,2024-10-05 18:00:00,요금조회,18,CS22,1,False
CALL001638,CUST003878,2023-01-10 15:00:00,요금조회,25,CS09,5,False
CALL001639,CUST000851,2023-11-02 10:00:00,불만,28,CS25,5,False
CALL001640,CUST004122,2024-08-16 17:00:00,기술지원,23,CS04,4,True
CALL001641,CUST001389,2023-01-24 15:00:00,기술지원,23,CS29,5,False
CALL001642,CUST004697,2023-10-02 18:00:00,신청,8,CS21,4,True
CALL001643,CUST001163,2024-05-01 10:00:00,기술지원,6,CS28,1,False
CALL001644,CUST004121,2024-09-24 14:00:00,불만,2,CS37,5,True
CALL001645,CUST001395,2024-03-09 17:00:00,불만,2,CS45,5,False
CALL001646,CUST002111,2023-11-08 09:00:00,기술지원,1,CS39,1,False
CALL001647,CUST004311,2024-03-24 17:00:00,신청,16,CS40,4,False
CALL001648,CUST004553,2024-09-25 14:00:00,요금조회,29,CS05,4,False
CALL001649,CUST004387,2024-05-11 08:00:00,홍보,9,CS13,4,False
CALL001650,CUST002016,2024-07-29 08:00:00,불만,1,CS36,4,False
CALL001651,CUST004014,2024-07-20 17:00:00,홍보,5,CS15,5,False
CALL001652,CUST000163,2024-04-13 12:00:00,요금조회,12,CS08,4,False
CALL001653,CUST001279,2024-12-03 18:00:00,기술지원,15,CS02,4,False
CALL001654,CUST000742,2024-05-24 12:00:00,신청,29,CS01,3,False
CALL001655,CUST002921,2024-07-26 13:00:00,홍보,24,CS46,4,False
CALL001656,CUST003492,2024-12-03 17:00:00,기술지원,18,CS26,4,False
CALL001657,CUST002682,2024-08-07 12:00:00,기술지원,28,CS19,5,False
CALL001658,CUST003485,2024-02-20 12:00:00,요금조회,28,CS16,4,False
CALL001659,CUST002862,2023-03-19 16:00:00,홍보,20,CS14,3,False
CALL001660,CUST003743,2023-07-18 17:00:00,기술지원,27,CS44,5,False
CALL001661,CUST003913,2024-05-31 12:00:00,요금조회,24,CS10,4,False
CALL001662,CUST002994,2023-04-26 14:00:00,신청,28,CS12,4,False
CALL001663,CUST000731,2024-04-18 11:00:00,기술지원,15,CS50,5,False
CALL001664,CUST001451,2023-10-23 15:00:00,기술지원,21,CS49,3,False
CALL001665,CUST004886,2024-06-15 18:00:00,기술지원,24,CS28,3,False
CALL001666,CUST003506,2023-12-18 11:00:00,기술지원,27,CS41,4,False
CALL001667,CUST001502,2024-02-13 17:00:00,기술지원,29,CS47,5,True
CALL001668,CUST004132,2024-07-03 16:00:00,불만,12,CS50,5,False
CALL001669,CUST000119,2023-04-20 14:00:00,요금조회,5,CS10,4,False
CALL001670,CUST004487,2023-10-27 17:00:00,신청,18,CS09,5,False
CALL001671,CUST000156,2024-06-30 08:00:00,불만,10,CS32,5,False
CALL001672,CUST000175,2023-09-29 12:00:00,홍보,25,CS29,5,False
CALL001673,CUST004498,2023-11-20 08:00:00,홍보,10,CS30,5,True
CALL001674,CUST003302,2024-09-11 10:00:00,요금조회,25,CS30,5,False
CALL001675,CUST000681,2024-11-09 18:00:00,요금조회,23,CS14,5,True
CALL001676,CUST001311,2024-06-11 14:00:00,신청,10,CS14,4,True
CALL001677,CUST001550,2023-01-11 13:00:00,요금조회,29,CS05,5,False
CALL001678,CUST004909,2023-06-25 09:00:00,신청,10,CS27,4,False
CALL001679,CUST004215,2023-02-02 10:00:00,요금조회,2,CS47,3,False
CALL001680,CUST001818,2024-02-13 10:00:00,홍보,18,CS33,4,False
CALL001681,CUST003955,2024-04-14 08:00:00,불만,1,CS45,4,False
CALL001682,CUST004981,2024-02-11 14:00:00,요금조회,3,CS03,1,False
CALL001683,CUST002410,2023-10-24 16:00:00,홍보,28,CS26,5,False
CALL001684,CUST004625,2024-09-08 08:00:00,불만,26,CS26,3,False
CALL001685,CUST004420,2023-01-19 16:00:00,홍보,23,CS20,4,False
CALL001686,CUST000053,2023-07-03 12:00:00,요금조회,16,CS47,5,False
CALL001687,CUST002296,2024-07-01 12:00:00,기술지원,19,CS31,1,False
CALL001688,CUST000668,2024-01-03 16:00:00,신청,26,CS02,5,False
CALL001689,CUST002442,2023-04-17 11:00:00,기술지원,1,CS29,5,False
CALL001690,CUST004542,2023-01-01 16:00:00,홍보,15,CS01,5,True
CALL001691,CUST001558,2024-07-06 17:00:00,신청,9,CS14,5,False
CALL001692,CUST003056,2024-07-22 11:00:00,요금조회,9,CS36,5,True
CALL001693,CUST001710,2024-11-12 08:00:00,홍보,4,CS24,4,False
CALL001694,CUST000319,2023-12-04 15:00:00,홍보,24,CS04,4,False
CALL001695,CUST004712,2023-11-09 18:00:00,홍보,17,CS16,5,False
CALL001696,CUST001739,2024-07-07 16:00:00,기술지원,29,CS25,5,False
CALL001697,CUST001724,2023-08-31 17:00:00,신청,24,CS03,3,True
CALL001698,CUST000440,2024-09-01 15:00:00,요금조회,19,CS22,4,False
CALL001699,CUST001157,2023-09-26 09:00:00,요금조회,29,CS40,5,False
CALL001700,CUST002079,2024-07-20 13:00:00,기술지원,10,CS21,1,True
CALL001701,CUST000931,2024-03-01 11:00:00,홍보,19,CS11,4,False
CALL001702,CUST004116,2023-01-15 10:00:00,불만,5,CS40,5,False
CALL001703,CUST004895,2024-04-02 13:00:00,홍보,23,CS33,4,False
CALL001704,CUST002333,2023-01-14 08:00:00,요금조회,21,CS20,5,True
CALL001705,CUST004931,2023-01-01 11:00:00,기술지원,18,CS09,5,False
CALL001706,CUST002954,2023-02-17 18:00:00,신청,15,CS41,5,False
CALL001707,CUST001555,2023-12-20 14:00:00,요금조회,16,CS19,3,False
CALL001708,CUST004522,2024-11-26 14:00:00,홍보,4,CS06,4,True
CALL001709,CUST001296,2023-04-15 17:00:00,신청,8,CS47,4,False
CALL001710,CUST000140,2024-09-02 13:00:00,기술지원,11,CS03,4,True
CALL001711,CUST004170,2024-10-22 11:00:00,요금조회,19,CS41,4,True
CALL001712,CUST003491,2023-01-18 13:00:00,요금조회,26,CS31,5,True
CALL001713,CUST001615,2024-02-01 12:00:00,불만,18,CS46,5,True
CALL001714,CUST000662,2023-04-10 16:00:00,기술지원,23,CS20,4,False
CALL001715,CUST004800,2023-09-25 17:00:00,불만,4,CS47,5,False
CALL001716,CUST000253,2023-07-16 15:00:00,홍보,14,CS04,5,False
CALL001717,CUST004431,2024-07-08 18:00:00,홍보,8,CS09,4,False
CALL001718,CUST001091,2023-10-29 14:00:00,기술지원,23,CS32,2,False
CALL001719,CUST001138,2024-04-04 17:00:00,기술지원,3,CS18,4,True
CALL001720,CUST002101,2023-02-23 16:00:00,기술지원,24,CS02,5,True
CALL001721,CUST003169,2024-05-06 08:00:00,기술지원,22,CS44,2,False
CALL001722,CUST003755,2024-10-31 09:00:00,신청,22,CS42,4,True
CALL001723,CUST002548,2024-06-27 15:00:00,기술지원,6,CS28,1,False
CALL001724,CUST004220,2023-06-15 14:00:00,불만,20,CS31,3,False
CALL001725,CUST002610,2024-10-20 08:00:00,기술지원,19,CS49,3,True
CALL001726,CUST004839,2023-02-01 09:00:00,기술지원,21,CS24,5,False
CALL001727,CUST002187,2024-10-08 11:00:00,요금조회,22,CS33,3,True
CALL001728,CUST002453,2024-03-13 13:00:00,홍보,18,CS11,5,False
CALL001729,CUST000471,2024-12-05 09:00:00,신청,13,CS28,4,False
CALL001730,CUST001722,2023-02-18 11:00:00,기술지원,22,CS30,5,False
CALL001731,CUST003372,2023-10-05 12:00:00,불만,20,CS27,4,True
CALL001732,CUST004495,2023-11-07 12:00:00,기술지원,13,CS09,5,False
CALL001733,CUST004862,2023-05-15 17:00:00,기술지원,20,CS24,5,False
CALL001734,CUST003069,2024-09-01 08:00:00,요금조회,17,CS37,2,False
CALL001735,CUST003885,2024-02-07 15:00:00,신청,22,CS01,5,False
CALL001736,CUST000171,2023-10-08 18:00:00,기술지원,10,CS28,3,False
CALL001737,CUST001236,2023-12-18 14:00:00,신청,19,CS11,4,False
CALL001738,CUST002904,2024-07-26 14:00:00,요금조회,19,CS01,4,True
CALL001739,CUST000234,2024-01-19 10:00:00,홍보,20,CS03,5,False
CALL001740,CUST002044,2023-11-05 08:00:00,홍보,12,CS16,4,False
CALL001741,CUST001080,2024-01-22 10:00:00,기술지원,9,CS46,1,False
CALL001742,CUST000074,2023-05-10 09:00:00,기술지원,14,CS26,3,False
CALL001743,CUST000343,2023-11-28 13:00:00,홍보,18,CS13,5,False
CALL001744,CUST003713,2024-09-17 17:00:00,신청,11,CS33,5,False
CALL001745,CUST002446,2024-03-22 15:00:00,홍보,26,CS43,4,False
CALL001746,CUST000914,2023-05-21 13:00:00,홍보,28,CS23,4,False
CALL001747,CUST001948,2024-03-11 10:00:00,불만,13,CS41,4,False
CALL001748,CUST000964,2023-07-08 10:00:00,홍보,15,CS26,4,False
CALL001749,CUST004453,2023-05-08 17:00:00,홍보,24,CS17,5,False
CALL001750,CUST001905,2023-01-09 13:00:00,신청,27,CS27,3,False
CALL001751,CUST004323,2023-08-30 11:00:00,요금조회,1,CS47,2,True
CALL001752,CUST002145,2024-10-12 18:00:00,요금조회,2,CS05,2,False
CALL001753,CUST004894,2024-11-06 12:00:00,신청,12,CS19,5,False
CALL001754,CUST002003,2024-03-26 08:00:00,요금조회,18,CS37,4,False
CALL001755,CUST001717,2023-09-22 15:00:00,홍보,9,CS29,5,True
CALL001756,CUST001358,2023-11-11 15:00:00,불만,1,CS18,2,False
CALL001757,CUST002036,2024-02-03 12:00:00,기술지원,5,CS21,3,True
CALL001758,CUST000611,2024-07-08 12:00:00,신청,28,CS39,4,False
CALL001759,CUST004483,2024-12-02 13:00:00,신청,18,CS32,5,False
CALL001760,CUST000463,2024-01-17 17:00:00,신청,10,CS42,4,False
CALL001761,CUST004198,2023-08-17 17:00:00,홍보,29,CS38,4,False
CALL001762,CUST003701,2024-03-23 13:00:00,기술지원,19,CS14,4,False
CALL001763,CUST001068,2023-06-24 09:00:00,신청,16,CS07,5,False
CALL001764,CUST004689,2023-08-26 16:00:00,기술지원,14,CS34,5,False
CALL001765,CUST000948,2023-08-19 13:00:00,기술지원,29,CS14,4,False
CALL001766,CUST002632,2023-01-07 15:00:00,불만,29,CS38,5,False
CALL001767,CUST004875,2023-03-25 10:00:00,요금조회,6,CS45,2,False
CALL001768,CUST002610,2023-10-22 13:00:00,신청,17,CS50,4,False
CALL001769,CUST003052,2023-12-23 11:00:00,홍보,9,CS37,4,False
CALL001770,CUST003272,2023-04-15 10:00:00,신청,17,CS44,5,True
CALL001771,CUST001169,2024-12-19 17:00:00,요금조회,23,CS32,5,True
CALL001772,CUST001887,2023-02-27 08:00:00,기술지원,2,CS48,4,False
CALL001773,CUST001723,2023-09-13 14:00:00,불만,25,CS37,3,False
CALL001774,CUST004200,2023-05-11 18:00:00,기술지원,14,CS35,4,False
CALL001775,CUST003482,2023-07-09 09:00:00,요금조회,20,CS46,5,False
CALL001776,CUST000444,2023-03-11 15:00:00,불만,17,CS18,4,True
CALL001777,CUST003188,2023-08-31 18:00:00,신청,17,CS39,2,False
CALL001778,CUST003792,2023-05-27 18:00:00,신청,24,CS05,5,False
CALL001779,CUST004584,2024-04-19 15:00:00,요금조회,7,CS17,3,False
CALL001780,CUST001861,2023-06-10 14:00:00,홍보,5,CS39,4,False
CALL001781,CUST004979,2023-10-05 16:00:00,불만,17,CS46,5,False
CALL001782,CUST000539,2024-10-19 16:00:00,불만,24,CS33,3,True
CALL001783,CUST003995,2023-09-10 17:00:00,신청,7,CS28,3,True
CALL001784,CUST000868,2023-12-21 16:00:00,신청,5,CS03,5,True
CALL001785,CUST001165,2023-11-25 18:00:00,홍보,28,CS38,5,False
CALL001786,CUST000215,2023-11-25 16:00:00,요금조회,28,CS48,5,False
CALL001787,CUST004586,2023-11-29 10:00:00,요금조회,3,CS40,4,False
CALL001788,CUST004572,2023-07-05 17:00:00,요금조회,14,CS21,5,False
CALL001789,CUST002971,2024-11-15 12:00:00,불만,7,CS21,2,False
CALL001790,CUST004106,2023-06-24 18:00:00,홍보,17,CS01,4,False
CALL001791,CUST003454,2023-12-21 10:00:00,불만,11,CS19,3,False
CALL001792,CUST004289,2024-12-30 13:00:00,신청,26,CS39,3,False
CALL001793,CUST004585,2023-04-14 14:00:00,기술지원,26,CS45,5,False
CALL001794,CUST002756,2023-04-29 16:00:00,신청,27,CS43,4,False
CALL001795,CUST003785,2023-12-02 15:00:00,신청,15,CS14,3,False
CALL001796,CUST002459,2024-01-13 17:00:00,홍보,3,CS10,4,True
CALL001797,CUST000654,2023-03-28 15:00:00,신청,25,CS27,5,False
CALL001798,CUST001532,2023-03-10 08:00:00,기술지원,9,CS50,5,False
CALL001799,CUST001606,2023-12-11 08:00:00,신청,18,CS28,4,True
CALL001800,CUST001604,2024-06-25 18:00:00,홍보,15,CS19,3,False
CALL001801,CUST003688,2023-02-18 13:00:00,신청,26,CS14,3,False
CALL001802,CUST000465,2023-11-12 17:00:00,신청,26,CS09,4,False
CALL001803,CUST004415,2023-04-05 12:00:00,불만,19,CS09,3,False
CALL001804,CUST001583,2024-04-03 15:00:00,요금조회,26,CS48,3,False
CALL001805,CUST001577,2023-11-11 12:00:00,신청,22,CS15,1,False
CALL001806,CUST000346,2024-04-27 11:00:00,요금조회,27,CS38,5,True
CALL001807,CUST002004,2024-01-10 18:00:00,불만,12,CS17,3,False
CALL001808,CUST000791,2023-08-08 13:00:00,신청,4,CS25,5,True
CALL001809,CUST001904,2023-05-25 12:00:00,기술지원,4,CS07,3,False
CALL001810,CUST000961,2024-03-24 16:00:00,신청,28,CS09,3,False
CALL001811,CUST002684,2023-10-30 09:00:00,불만,20,CS07,5,False
CALL001812,CUST002676,2024-04-17 09:00:00,불만,28,CS11,4,False
CALL001813,CUST000651,2023-12-31 17:00:00,신청,8,CS46,5,False
CALL001814,CUST003185,2023-11-04 17:00:00,홍보,25,CS36,1,True
CALL001815,CUST001195,2024-04-15 11:00:00,기술지원,3,CS38,5,False
CALL001816,CUST004847,2023-09-24 12:00:00,불만,8,CS46,3,False
CALL001817,CUST000417,2024-09-09 11:00:00,기술지원,1,CS35,4,False
CALL001818,CUST001152,2023-02-07 13:00:00,홍보,17,CS42,4,False
CALL001819,CUST004234,2023-08-25 15:00:00,요금조회,23,CS05,4,False
CALL001820,CUST002806,2024-06-06 16:00:00,불만,14,CS43,4,False
CALL001821,CUST001393,2023-02-01 11:00:00,기술지원,12,CS07,4,False
CALL001822,CUST001939,2023-07-19 09:00:00,홍보,9,CS22,5,False
CALL001823,CUST000478,2024-06-26 11:00:00,홍보,20,CS40,5,True
CALL001824,CUST004192,2024-03-07 09:00:00,기술지원,1,CS19,3,False
CALL001825,CUST003060,2023-03-12 11:00:00,불만,22,CS36,5,False
CALL001826,CUST001532,2023-09-03 18:00:00,불만,13,CS22,5,False
CALL001827,CUST003325,2024-06-17 17:00:00,요금조회,27,CS15,5,False
CALL001828,CUST002671,2023-07-06 14:00:00,불만,26,CS17,3,False
CALL001829,CUST003176,2023-02-08 16:00:00,신청,27,CS02,2,False
CALL001830,CUST004518,2024-04-30 16:00:00,홍보,24,CS01,5,False
CALL001831,CUST003112,2024-07-01 10:00:00,신청,16,CS45,4,False
CALL001832,CUST000569,2024-07-24 09:00:00,기술지원,18,CS05,5,False
CALL001833,CUST002602,2023-12-28 10:00:00,요금조회,16,CS12,5,False
CALL001834,CUST004641,2024-05-06 16:00:00,신청,29,CS44,4,False
