고객ID,년월,사용량(㎥),요금(원),납부상태
CUST002891,2024-02,172.18,199168,납부
CUST002891,2024-03,144.16,153722,납부
CUST002891,2024-04,137.07,159376,납부
CUST002891,2024-05,206.33,236305,납부
CUST002891,2024-06,147.37,135486,납부
CUST002891,2024-07,145.68,160986,납부
CUST002891,2024-08,129.13,124901,납부
CUST002891,2024-09,175.7,194398,납부
CUST002891,2024-10,125.08,126224,납부
CUST002891,2024-11,136.93,151518,연체
CUST002891,2024-12,216.44,217158,납부
CUST002892,2024-01,247.86,284660,납부
CUST002892,2024-02,111.03,127861,납부
CUST002892,2024-03,76.61,69319,납부
CUST002892,2024-04,124.72,119554,납부
CUST002892,2024-05,60.65,62666,납부
CUST002892,2024-06,162.41,189502,납부
CUST002892,2024-07,139.76,139820,납부
CUST002892,2024-08,193.55,194867,납부
CUST002892,2024-09,140.81,133128,납부
CUST002892,2024-10,188.77,186270,납부
CUST002892,2024-11,142.63,151551,납부
CUST002892,2024-12,216.11,222840,납부
CUST002893,2024-01,332.48,331186,연체
CUST002893,2024-02,430.68,468311,납부
CUST002893,2024-03,431.33,514496,납부
CUST002893,2024-04,589.86,618004,면제
CUST002893,2024-05,354.21,362063,납부
CUST002893,2024-06,427.14,480327,연체
CUST002893,2024-07,545.64,552212,납부
CUST002893,2024-08,736.12,766427,납부
CUST002893,2024-09,602.19,568403,납부
CUST002893,2024-10,450.46,473368,연체
CUST002893,2024-11,475.25,447766,납부
CUST002893,2024-12,522.95,594186,납부
CUST002894,2024-01,584.13,637980,연체
CUST002894,2024-02,467.03,453847,납부
CUST002894,2024-03,540.91,556785,납부
CUST002894,2024-04,399.32,369498,연체
CUST002894,2024-05,594.51,540792,납부
CUST002894,2024-06,589.47,535306,납부
CUST002894,2024-07,128.47,121060,면제
CUST002894,2024-08,492.65,451306,납부
CUST002894,2024-09,398.4,407207,납부
CUST002894,2024-10,633.16,638137,납부
CUST002894,2024-11,531.9,481059,납부
CUST002894,2024-12,577.12,579711,면제
CUST002895,2024-01,31.17,28225,납부
CUST002895,2024-02,32.81,37013,납부
CUST002895,2024-03,26.57,26837,연체
CUST002895,2024-04,27.67,29372,납부
CUST002895,2024-05,43.43,45405,납부
CUST002895,2024-06,25.67,25245,납부
CUST002895,2024-07,40.87,48577,연체
CUST002895,2024-08,38.73,41665,납부
CUST002895,2024-09,33.02,38799,납부
CUST002895,2024-10,29.31,29648,납부
CUST002895,2024-11,26.15,27068,납부
CUST002895,2024-12,14.99,17585,납부
CUST002896,2024-01,214.78,204763,납부
CUST002896,2024-02,99.89,105934,면제
CUST002896,2024-03,183.68,171384,납부
CUST002896,2024-04,198.96,189154,납부
CUST002896,2024-05,223.26,243529,납부
CUST002896,2024-06,245.81,278110,면제
CUST002896,2024-07,273.61,262826,납부
CUST002896,2024-08,126.83,151095,납부
CUST002896,2024-09,197.52,219039,납부
CUST002896,2024-10,142.64,145458,납부
CUST002896,2024-11,47.53,44958,납부
CUST002896,2024-12,189.47,206761,납부
CUST002897,2024-01,42.97,40301,납부
CUST002897,2024-02,35.28,34501,납부
CUST002897,2024-03,36.56,35347,납부
CUST002897,2024-04,46.89,48855,납부
CUST002897,2024-05,45.37,40861,납부
CUST002897,2024-06,23.37,24058,납부
CUST002897,2024-07,26.09,27439,면제
CUST002897,2024-08,17.35,18835,납부
CUST002897,2024-09,32.68,29875,납부
CUST002897,2024-10,33.42,35265,납부
CUST002897,2024-11,39.17,35585,납부
CUST002897,2024-12,28.75,33104,납부
CUST002898,2024-01,215.65,254901,연체
CUST002898,2024-02,229.71,223854,납부
CUST002898,2024-03,311.81,335055,면제
CUST002898,2024-04,194.29,204275,납부
CUST002898,2024-05,94.62,105247,연체
CUST002898,2024-06,134.72,128395,납부
CUST002898,2024-07,191.99,225637,납부
CUST002898,2024-08,184.59,216640,납부
CUST002898,2024-09,241.26,242798,납부
CUST002898,2024-10,225.12,214294,납부
CUST002898,2024-11,175.2,157727,연체
CUST002898,2024-12,271.05,302776,연체
CUST002899,2024-01,29.79,33552,납부
CUST002899,2024-02,39.53,36097,납부
CUST002899,2024-03,9.94,9461,납부
CUST002899,2024-04,30.05,34218,연체
CUST002899,2024-05,37.64,36365,납부
CUST002899,2024-06,30.28,32183,납부
CUST002899,2024-07,30.77,36111,납부
CUST002899,2024-08,17.53,19903,납부
CUST002899,2024-09,41.57,47750,납부
CUST002899,2024-10,25.4,28856,면제
CUST002899,2024-11,17.95,20666,납부
CUST002899,2024-12,36.26,38076,연체
CUST002900,2024-01,529.3,538739,납부
CUST002900,2024-02,509.19,513949,납부
CUST002900,2024-03,337.76,378902,면제
CUST002900,2024-04,361.09,343523,연체
CUST002900,2024-05,405.62,368719,납부
CUST002900,2024-06,477.18,542286,납부
CUST002900,2024-07,259.83,297165,납부
CUST002900,2024-08,447.01,500696,납부
CUST002900,2024-09,472.16,540485,면제
CUST002900,2024-10,322.36,368041,연체
CUST002900,2024-11,563.4,519184,납부
CUST002900,2024-12,406.53,449153,납부
CUST002901,2024-01,32.37,29310,납부
CUST002901,2024-02,41.11,42945,납부
CUST002901,2024-03,36.32,37464,납부
CUST002901,2024-04,32.78,32128,납부
CUST002901,2024-05,27.88,28090,납부
CUST002901,2024-06,32.05,33809,납부
CUST002901,2024-07,29.51,30950,면제
CUST002901,2024-08,44.38,44215,납부
CUST002901,2024-09,14.4,16547,납부
CUST002901,2024-10,39.03,35159,납부
CUST002901,2024-11,43.68,49022,납부
CUST002901,2024-12,29.96,34454,납부
CUST002902,2024-01,325.46,387975,면제
CUST002902,2024-02,75.67,79396,납부
CUST002902,2024-03,193.32,182510,납부
CUST002902,2024-04,16.52,18195,납부
CUST002902,2024-05,222.67,220015,납부
CUST002902,2024-06,286.13,309538,납부
CUST002902,2024-07,236.79,230001,납부
CUST002902,2024-08,211.43,202995,납부
CUST002902,2024-09,239.85,255271,납부
CUST002902,2024-10,172.34,167735,납부
CUST002902,2024-11,243.96,226294,납부
CUST002902,2024-12,227.8,242540,납부
CUST002903,2024-01,152.66,174709,납부
CUST002903,2024-02,133.83,134975,납부
CUST002903,2024-03,149.67,164557,연체
CUST002903,2024-04,124.62,123691,납부
CUST002903,2024-05,173.78,166080,납부
CUST002903,2024-06,156.54,180484,납부
CUST002903,2024-07,214.98,217683,납부
CUST002903,2024-08,135.03,153638,납부
CUST002903,2024-09,122.37,146248,납부
CUST002903,2024-10,119.84,119337,납부
CUST002903,2024-11,187.34,202070,납부
CUST002903,2024-12,124.54,136619,연체
CUST002904,2024-01,145.8,171522,납부
CUST002904,2024-02,214.63,236799,납부
CUST002904,2024-03,157.24,161558,납부
CUST002904,2024-04,181.9,196127,납부
CUST002904,2024-05,205.68,193633,납부
CUST002904,2024-06,164.76,191536,납부
CUST002904,2024-07,109.59,116818,납부
CUST002904,2024-08,118.75,134463,납부
CUST002904,2024-09,210.96,219653,납부
CUST002904,2024-10,130.06,131791,연체
CUST002904,2024-11,164.12,169528,납부
CUST002904,2024-12,235.1,248187,연체
CUST002905,2024-01,116.98,119304,연체
CUST002905,2024-02,169.42,172859,납부
CUST002905,2024-03,141.93,160355,납부
CUST002905,2024-04,135.49,138768,납부
CUST002905,2024-05,170.23,164305,연체
CUST002905,2024-06,206.91,186897,납부
CUST002905,2024-07,141.38,139173,연체
CUST002905,2024-08,213.91,235388,납부
CUST002905,2024-09,92.33,91246,납부
CUST002905,2024-10,90.99,85807,납부
CUST002905,2024-11,128.81,134348,납부
CUST002905,2024-12,68.14,78192,면제
CUST002906,2024-01,670.18,710332,연체
CUST002906,2024-02,470.79,531081,납부
CUST002906,2024-03,244.37,279085,납부
CUST002906,2024-04,392.89,362818,납부
CUST002906,2024-05,502.83,575097,납부
CUST002906,2024-06,532.89,581140,면제
CUST002906,2024-07,351.01,398738,연체
CUST002906,2024-08,568.28,566398,납부
CUST002906,2024-09,389.32,375102,납부
CUST002906,2024-10,421.82,426241,연체
CUST002906,2024-11,600.24,564196,납부
CUST002906,2024-12,466.12,528998,납부
CUST002907,2024-01,159.14,152763,납부
CUST002907,2024-02,303.01,345531,연체
CUST002907,2024-03,191.79,210126,납부
CUST002907,2024-04,229.53,265319,납부
CUST002907,2024-05,224.85,218974,납부
CUST002907,2024-06,236.44,282536,납부
CUST002907,2024-07,249.8,237655,납부
CUST002907,2024-08,164.0,168226,납부
CUST002907,2024-09,245.17,288964,납부
CUST002907,2024-10,220.66,199573,납부
CUST002907,2024-11,229.2,236812,납부
CUST002907,2024-12,203.09,239016,납부
CUST002908,2024-01,29.11,32708,납부
CUST002908,2024-02,32.24,37590,납부
CUST002908,2024-03,34.03,39135,납부
CUST002908,2024-04,24.59,23387,납부
CUST002908,2024-05,46.46,47094,납부
CUST002908,2024-06,29.69,29926,납부
CUST002908,2024-07,31.14,33671,납부
CUST002908,2024-08,21.88,21961,연체
CUST002908,2024-09,27.16,26086,납부
CUST002908,2024-10,25.22,29482,납부
CUST002908,2024-11,16.93,19184,납부
CUST002908,2024-12,17.05,17247,납부
CUST002909,2024-01,139.3,151155,납부
CUST002909,2024-02,204.24,240646,납부
CUST002909,2024-03,168.11,177234,납부
CUST002909,2024-04,237.52,285006,납부
CUST002909,2024-05,242.32,251472,납부
CUST002909,2024-06,156.94,178369,납부
CUST002909,2024-07,240.64,257744,납부
CUST002909,2024-08,246.77,285487,납부
CUST002909,2024-09,5.0,4595,납부
CUST002909,2024-10,245.32,281873,납부
CUST002909,2024-11,202.67,218738,납부
CUST002909,2024-12,237.53,281285,납부
CUST002910,2024-01,173.13,179072,납부
CUST002910,2024-02,152.45,147048,납부
CUST002910,2024-03,220.89,228559,납부
CUST002910,2024-04,73.64,69953,납부
CUST002910,2024-05,146.89,155153,납부
CUST002910,2024-06,158.53,146220,납부
CUST002910,2024-07,160.05,175503,면제
CUST002910,2024-08,114.93,137633,납부
CUST002910,2024-09,147.55,172531,납부
CUST002910,2024-10,79.57,86389,납부
CUST002910,2024-11,133.81,128154,연체
CUST002910,2024-12,102.65,98377,납부
CUST002911,2024-01,430.5,425428,연체
CUST002911,2024-02,324.22,303221,납부
CUST002911,2024-03,621.14,659886,납부
CUST002911,2024-04,625.14,578547,납부
CUST002911,2024-05,137.39,133311,납부
CUST002911,2024-06,486.52,522428,납부
CUST002911,2024-07,429.41,427242,납부
CUST002911,2024-08,748.98,717894,납부
CUST002911,2024-09,301.56,307807,납부
CUST002911,2024-10,325.79,371409,연체
CUST002911,2024-11,443.15,401965,납부
CUST002911,2024-12,321.16,322589,납부
CUST002912,2024-01,23.4,21100,납부
CUST002912,2024-02,34.54,36174,납부
CUST002912,2024-03,37.76,43039,납부
CUST002912,2024-04,42.33,46549,납부
CUST002912,2024-05,49.19,53450,연체
CUST002912,2024-06,39.91,41361,납부
CUST002912,2024-07,30.36,35308,납부
CUST002912,2024-08,22.87,20923,납부
CUST002912,2024-09,36.44,39986,납부
CUST002912,2024-10,26.31,25960,납부
CUST002912,2024-11,31.31,36389,연체
CUST002912,2024-12,26.74,24537,납부
CUST002913,2024-01,265.38,284880,납부
CUST002913,2024-02,481.67,536696,납부
CUST002913,2024-03,212.6,199513,납부
CUST002913,2024-04,207.31,187741,납부
CUST002913,2024-05,300.47,302378,연체
CUST002913,2024-06,172.15,175538,납부
CUST002913,2024-07,158.83,174289,납부
CUST002913,2024-08,171.23,185816,납부
CUST002913,2024-09,84.75,81279,납부
CUST002913,2024-10,193.74,205594,납부
CUST002913,2024-11,283.53,297720,납부
CUST002913,2024-12,216.63,256713,납부
CUST002914,2024-01,171.98,203157,납부
CUST002914,2024-02,87.82,101011,납부
CUST002914,2024-03,118.67,130606,납부
CUST002914,2024-04,147.1,155759,연체
CUST002914,2024-05,179.59,170232,납부
CUST002914,2024-06,193.86,191593,납부
CUST002914,2024-07,132.61,134374,납부
CUST002914,2024-08,204.15,223315,연체
CUST002914,2024-09,94.91,95973,납부
CUST002914,2024-10,185.26,180511,납부
CUST002914,2024-11,115.68,120008,납부
CUST002914,2024-12,151.77,149826,납부
CUST002915,2024-01,39.74,44620,납부
CUST002915,2024-02,44.95,47340,납부
CUST002915,2024-03,37.41,34494,납부
CUST002915,2024-04,9.01,10630,면제
CUST002915,2024-05,34.56,32814,납부
CUST002915,2024-06,34.6,39042,납부
CUST002915,2024-07,32.03,33000,납부
CUST002915,2024-08,23.89,23342,납부
CUST002915,2024-09,34.41,35743,연체
CUST002915,2024-10,35.14,33974,납부
CUST002915,2024-11,27.51,30150,납부
CUST002915,2024-12,28.45,29402,연체
CUST002916,2024-01,48.72,53805,납부
CUST002916,2024-02,442.48,435219,납부
CUST002916,2024-03,529.67,577537,납부
CUST002916,2024-04,465.58,429923,납부
CUST002916,2024-05,485.8,439097,납부
CUST002916,2024-06,765.66,744559,면제
CUST002916,2024-07,506.67,551534,납부
CUST002916,2024-08,332.58,371241,납부
CUST002916,2024-09,553.11,521301,납부
CUST002916,2024-10,220.73,250613,납부
CUST002916,2024-11,630.31,568269,납부
CUST002916,2024-12,232.12,212371,납부
CUST002917,2024-01,41.6,40460,납부
CUST002917,2024-02,17.91,18784,납부
CUST002917,2024-03,39.25,46405,납부
CUST002917,2024-04,27.18,31043,납부
CUST002917,2024-05,25.55,27059,납부
CUST002917,2024-06,30.73,32814,납부
CUST002917,2024-07,34.84,40263,납부
CUST002917,2024-08,28.78,29516,납부
CUST002917,2024-09,44.14,51259,납부
CUST002917,2024-10,15.68,17599,면제
CUST002917,2024-11,25.36,24215,납부
CUST002917,2024-12,46.35,54105,납부
CUST002918,2024-01,515.89,493126,납부
CUST002918,2024-02,600.53,608954,납부
CUST002918,2024-03,300.26,285845,납부
CUST002918,2024-04,215.53,214407,납부
CUST002918,2024-05,416.07,476985,면제
CUST002918,2024-06,336.88,347625,납부
CUST002918,2024-07,467.22,439222,납부
CUST002918,2024-08,554.43,647078,납부
CUST002918,2024-09,579.86,604709,납부
CUST002918,2024-10,504.42,593565,납부
CUST002918,2024-11,414.15,470450,납부
CUST002918,2024-12,758.61,871811,납부
CUST002919,2024-01,27.09,25443,납부
CUST002919,2024-02,20.07,19525,납부
CUST002919,2024-03,33.55,36564,납부
CUST002919,2024-04,23.23,22596,납부
CUST002919,2024-05,20.88,21197,납부
CUST002919,2024-06,45.49,47722,납부
CUST002919,2024-07,32.63,34114,납부
CUST002919,2024-08,30.25,33297,납부
CUST002919,2024-09,36.93,33987,납부
CUST002919,2024-10,42.05,49262,납부
CUST002919,2024-11,37.19,34606,납부
CUST002919,2024-12,27.85,25102,납부
CUST002920,2024-01,222.68,239949,납부
CUST002920,2024-02,97.46,94894,납부
CUST002920,2024-03,163.11,183225,납부
CUST002920,2024-04,171.94,177842,연체
CUST002920,2024-05,317.24,329818,납부
CUST002920,2024-06,128.26,131048,납부
CUST002920,2024-07,146.23,169925,납부
CUST002920,2024-08,296.01,301384,납부
CUST002920,2024-09,304.44,346159,납부
CUST002920,2024-10,174.27,176377,납부
CUST002920,2024-11,193.26,207869,납부
CUST002920,2024-12,132.58,137736,납부
CUST002921,2024-01,141.22,153925,납부
CUST002921,2024-02,124.12,140068,납부
CUST002921,2024-03,158.86,145414,납부
CUST002921,2024-04,112.49,123480,납부
CUST002921,2024-05,218.33,254826,납부
CUST002921,2024-06,198.0,226868,납부
CUST002921,2024-07,168.38,177211,연체
CUST002921,2024-08,145.57,161528,납부
CUST002921,2024-09,149.57,151413,납부
CUST002921,2024-10,122.97,137641,납부
CUST002921,2024-11,204.78,232183,납부
CUST002921,2024-12,197.0,229351,납부
CUST002922,2024-01,225.04,243942,납부
CUST002922,2024-02,263.85,304274,납부
CUST002922,2024-03,90.81,89811,납부
CUST002922,2024-04,193.25,186884,면제
CUST002922,2024-05,285.4,300164,납부
CUST002922,2024-06,345.42,380933,납부
CUST002922,2024-07,312.1,323090,납부
CUST002922,2024-08,200.68,185502,납부
CUST002922,2024-09,243.96,256791,납부
CUST002922,2024-10,242.96,275653,납부
CUST002922,2024-11,7.54,6829,납부
CUST002922,2024-12,130.48,150252,면제
CUST002923,2024-01,195.82,212001,납부
CUST002923,2024-02,202.5,198591,납부
CUST002923,2024-03,198.79,194994,납부
CUST002923,2024-04,181.55,216464,납부
CUST002923,2024-05,237.83,266782,납부
CUST002923,2024-06,178.16,168468,납부
CUST002923,2024-07,208.76,231638,납부
CUST002923,2024-08,247.95,231627,납부
CUST002923,2024-09,146.34,151932,납부
CUST002923,2024-10,269.2,306424,면제
CUST002923,2024-11,195.89,196165,납부
CUST002923,2024-12,269.11,297615,납부
CUST002924,2024-01,651.75,651239,납부
CUST002924,2024-02,533.4,560522,납부
CUST002924,2024-03,496.41,572520,납부
CUST002924,2024-04,532.9,496416,납부
CUST002924,2024-05,430.13,489752,납부
CUST002924,2024-06,427.01,421959,납부
CUST002924,2024-07,531.67,487533,납부
CUST002924,2024-08,617.81,567867,납부
CUST002924,2024-09,411.68,385421,납부
CUST002924,2024-10,402.52,424815,납부
CUST002924,2024-11,557.21,531849,납부
CUST002924,2024-12,703.83,652476,납부
CUST002925,2024-01,481.92,444906,납부
CUST002925,2024-02,470.26,466712,납부
CUST002925,2024-03,389.11,356672,납부
CUST002925,2024-04,456.28,506435,납부
CUST002925,2024-05,545.75,626470,납부
CUST002925,2024-06,425.32,429198,납부
CUST002925,2024-07,371.51,375698,납부
CUST002925,2024-08,759.55,874165,납부
CUST002925,2024-09,216.87,216369,면제
CUST002925,2024-10,586.88,611253,납부
CUST002925,2024-11,642.51,651429,납부
CUST002925,2024-12,625.98,726748,납부
CUST002926,2024-01,366.86,428368,납부
CUST002926,2024-02,466.56,542659,납부
CUST002926,2024-03,619.89,736057,납부
CUST002926,2024-04,231.44,264819,연체
CUST002926,2024-05,336.2,400976,연체
CUST002926,2024-06,448.16,483044,연체
CUST002926,2024-07,732.02,796994,납부
CUST002926,2024-08,713.3,708909,납부
CUST002926,2024-09,372.58,388451,연체
CUST002926,2024-10,392.58,423839,납부
CUST002926,2024-11,351.82,415680,납부
CUST002926,2024-12,648.74,720183,납부
CUST002927,2024-01,214.99,204647,납부
CUST002927,2024-02,316.05,294447,납부
CUST002927,2024-03,114.66,120957,면제
CUST002927,2024-04,115.9,107069,납부
CUST002927,2024-05,77.82,83212,납부
CUST002927,2024-06,159.93,164000,납부
CUST002927,2024-07,242.09,224598,납부
CUST002927,2024-08,160.23,162158,납부
CUST002927,2024-09,76.34,71124,납부
CUST002927,2024-10,234.5,258981,납부
CUST002927,2024-11,236.77,215052,납부
CUST002927,2024-12,215.58,211293,납부
CUST002928,2024-01,37.48,40815,납부
CUST002928,2024-02,24.86,26098,납부
CUST002928,2024-03,16.67,19961,납부
CUST002928,2024-04,28.51,26195,면제
CUST002928,2024-05,33.8,34267,납부
CUST002928,2024-06,21.58,24048,납부
CUST002928,2024-07,32.62,29604,납부
CUST002928,2024-08,23.38,21099,납부
CUST002928,2024-09,26.89,26737,납부
CUST002928,2024-10,36.79,33584,납부
CUST002928,2024-11,32.65,29497,납부
CUST002928,2024-12,39.35,36009,납부
CUST002929,2024-01,31.6,34236,납부
CUST002929,2024-02,35.44,33371,납부
CUST002929,2024-03,19.49,17675,납부
CUST002929,2024-04,25.68,26943,납부
CUST002929,2024-05,35.04,37741,납부
CUST002929,2024-06,33.15,34655,납부
CUST002929,2024-07,41.12,43203,납부
CUST002929,2024-08,25.52,29574,납부
CUST002929,2024-09,33.6,39569,납부
CUST002929,2024-10,30.76,34530,연체
CUST002929,2024-11,23.32,21514,납부
CUST002929,2024-12,25.54,26457,납부
CUST002930,2024-01,170.87,164667,납부
CUST002930,2024-02,127.36,120943,납부
CUST002930,2024-03,153.22,171011,납부
CUST002930,2024-04,199.6,225540,납부
CUST002930,2024-05,196.02,194059,납부
CUST002930,2024-06,213.61,207739,납부
CUST002930,2024-07,191.03,177651,납부
CUST002930,2024-08,276.34,320075,연체
CUST002930,2024-09,197.88,213980,납부
CUST002930,2024-10,162.8,176810,납부
CUST002930,2024-11,186.86,184179,납부
CUST002930,2024-12,294.4,310110,납부
CUST002931,2024-01,224.81,206175,납부
CUST002931,2024-02,177.86,167537,납부
CUST002931,2024-03,214.54,211411,납부
CUST002931,2024-04,219.16,223911,납부
CUST002931,2024-05,239.77,219264,면제
CUST002931,2024-06,183.41,196397,연체
CUST002931,2024-07,150.46,166712,면제
CUST002931,2024-08,227.83,239220,연체
CUST002931,2024-09,104.58,123151,납부
CUST002931,2024-10,162.91,183629,납부
CUST002931,2024-11,315.69,353816,납부
CUST002931,2024-12,140.33,156168,납부
CUST002932,2024-01,159.24,186053,납부
CUST002932,2024-02,88.31,85740,납부
CUST002932,2024-03,141.5,145051,납부
CUST002932,2024-04,120.03,143506,납부
CUST002932,2024-05,157.48,168973,납부
CUST002932,2024-06,204.54,184738,납부
CUST002932,2024-07,125.38,113287,납부
CUST002932,2024-08,128.0,132607,납부
CUST002932,2024-09,145.99,168383,연체
CUST002932,2024-10,126.65,116914,납부
CUST002932,2024-11,120.13,120378,납부
CUST002932,2024-12,158.02,144733,납부
CUST002933,2024-01,520.19,574431,납부
CUST002933,2024-02,658.14,603793,납부
CUST002933,2024-03,565.66,567282,납부
CUST002933,2024-04,578.73,682249,면제
CUST002933,2024-05,406.01,377574,연체
CUST002933,2024-06,628.22,689934,납부
CUST002933,2024-07,517.52,601460,납부
CUST002933,2024-08,382.52,451184,납부
CUST002933,2024-09,717.62,799636,납부
CUST002933,2024-10,337.8,377667,납부
CUST002933,2024-11,209.87,197017,납부
CUST002933,2024-12,561.13,606139,면제
CUST002934,2024-01,453.52,514228,납부
CUST002934,2024-02,672.12,699751,납부
CUST002934,2024-03,685.59,711987,연체
CUST002934,2024-04,567.41,638864,납부
CUST002934,2024-05,676.93,762229,납부
CUST002934,2024-06,516.57,504919,납부
CUST002934,2024-07,573.64,596452,연체
CUST002934,2024-08,484.91,532881,연체
CUST002934,2024-09,272.06,298087,납부
CUST002934,2024-10,557.13,643602,납부
CUST002934,2024-11,613.11,628605,납부
CUST002934,2024-12,396.21,474775,납부
CUST002935,2024-01,69.34,63779,납부
CUST002935,2024-02,180.54,177663,납부
CUST002935,2024-03,198.53,213400,납부
CUST002935,2024-04,226.92,262158,연체
CUST002935,2024-05,163.83,167334,면제
CUST002935,2024-06,225.83,231842,납부
CUST002935,2024-07,283.95,325810,연체
CUST002935,2024-08,60.0,61193,납부
CUST002935,2024-09,227.24,267867,납부
CUST002935,2024-10,202.52,193763,연체
CUST002935,2024-11,204.6,214481,납부
CUST002935,2024-12,194.46,225844,납부
CUST002936,2024-01,190.25,226614,납부
CUST002936,2024-02,166.88,190519,납부
CUST002936,2024-03,108.46,107413,납부
CUST002936,2024-04,185.64,202161,납부
CUST002936,2024-05,175.94,210603,납부
CUST002936,2024-06,244.68,246327,납부
CUST002936,2024-07,214.9,227319,납부
CUST002936,2024-08,65.12,67337,연체
CUST002936,2024-09,182.48,205121,납부
CUST002936,2024-10,160.69,150599,납부
CUST002936,2024-11,254.6,296055,납부
CUST002936,2024-12,306.72,305130,납부
CUST002937,2024-01,20.72,20345,납부
CUST002937,2024-02,15.73,17912,납부
CUST002937,2024-03,27.11,24571,납부
CUST002937,2024-04,17.58,17802,납부
CUST002937,2024-05,31.63,37148,납부
CUST002937,2024-06,33.99,35849,연체
CUST002937,2024-07,25.6,27998,납부
CUST002937,2024-08,29.6,35111,납부
CUST002937,2024-09,23.99,23993,납부
CUST002937,2024-10,25.82,26140,납부
CUST002937,2024-11,35.97,39747,납부
CUST002937,2024-12,42.98,49682,납부
CUST002938,2024-01,149.65,179543,납부
CUST002938,2024-02,187.81,220622,연체
CUST002938,2024-03,200.55,215882,납부
CUST002938,2024-04,97.39,90493,납부
CUST002938,2024-05,192.24,222734,납부
CUST002938,2024-06,141.11,128958,납부
CUST002938,2024-07,210.7,246072,납부
CUST002938,2024-08,118.81,135618,납부
CUST002938,2024-09,229.09,231451,납부
CUST002938,2024-10,59.63,71028,납부
CUST002938,2024-11,260.4,294225,납부
CUST002938,2024-12,107.07,115587,납부
CUST002939,2024-01,11.23,10867,납부
CUST002939,2024-02,33.55,34218,납부
CUST002939,2024-03,50.38,46919,납부
CUST002939,2024-04,28.3,26212,연체
CUST002939,2024-05,16.79,17011,납부
CUST002939,2024-06,25.31,26403,납부
CUST002939,2024-07,44.73,52766,납부
CUST002939,2024-08,37.23,35353,납부
CUST002939,2024-09,27.05,30385,납부
CUST002939,2024-10,27.49,31177,납부
CUST002939,2024-11,39.19,45858,납부
CUST002939,2024-12,28.13,32065,납부
CUST002940,2024-01,103.59,118178,연체
CUST002940,2024-02,198.63,222257,납부
CUST002940,2024-03,197.71,193856,납부
CUST002940,2024-04,153.28,153127,납부
CUST002940,2024-05,191.5,190663,납부
CUST002940,2024-06,116.58,120530,납부
CUST002940,2024-07,192.74,185605,납부
CUST002940,2024-08,299.11,285663,납부
CUST002940,2024-09,272.32,291957,납부
CUST002940,2024-10,53.39,58256,납부
CUST002940,2024-11,269.81,257512,납부
CUST002940,2024-12,159.06,146404,면제
CUST002941,2024-01,169.6,183297,납부
CUST002941,2024-02,135.79,145883,납부
CUST002941,2024-03,73.75,85957,납부
CUST002941,2024-04,195.85,233714,납부
CUST002941,2024-05,86.32,89776,납부
CUST002941,2024-06,101.98,103812,납부
CUST002941,2024-07,126.4,138166,면제
CUST002941,2024-08,108.43,102842,납부
CUST002941,2024-09,149.74,162265,납부
CUST002941,2024-10,186.3,185922,납부
CUST002941,2024-11,185.49,200703,면제
CUST002941,2024-12,122.09,135418,납부
CUST002942,2024-01,95.61,110744,납부
CUST002942,2024-02,153.55,158338,연체
CUST002942,2024-03,136.99,155557,납부
CUST002942,2024-04,73.73,72499,납부
CUST002942,2024-05,121.26,144009,납부
CUST002942,2024-06,169.94,179928,납부
CUST002942,2024-07,129.08,134764,면제
CUST002942,2024-08,177.52,184940,납부
CUST002942,2024-09,192.48,193747,납부
CUST002942,2024-10,188.56,185003,납부
CUST002942,2024-11,190.62,224693,납부
CUST002942,2024-12,134.39,128486,납부
CUST002943,2024-01,24.36,25654,연체
CUST002943,2024-02,26.14,26428,납부
CUST002943,2024-03,35.75,32621,납부
CUST002943,2024-04,34.13,39909,납부
CUST002943,2024-05,28.22,31453,면제
CUST002943,2024-06,24.1,25758,연체
CUST002943,2024-07,45.13,53064,연체
CUST002943,2024-08,26.38,28210,연체
CUST002943,2024-09,36.98,41768,납부
CUST002943,2024-10,25.54,27032,면제
CUST002943,2024-11,18.19,20071,납부
CUST002943,2024-12,25.05,23294,연체
CUST002944,2024-01,546.98,495145,납부
CUST002944,2024-02,566.35,644337,납부
CUST002944,2024-03,687.24,794668,납부
CUST002944,2024-04,491.65,554166,납부
CUST002944,2024-05,507.85,523861,납부
CUST002944,2024-06,346.19,414378,납부
CUST002944,2024-07,461.29,459290,납부
CUST002944,2024-08,681.83,643330,납부
CUST002944,2024-09,546.08,627029,납부
CUST002944,2024-10,504.12,533778,납부
CUST002944,2024-11,641.86,702773,납부
CUST002944,2024-12,496.27,538240,납부
CUST002945,2024-01,207.45,199691,납부
CUST002945,2024-02,114.01,120358,납부
CUST002945,2024-03,116.43,123985,연체
CUST002945,2024-04,73.5,79948,연체
CUST002945,2024-05,211.54,231679,연체
CUST002945,2024-06,70.42,80426,납부
CUST002945,2024-07,132.98,159318,납부
CUST002945,2024-08,156.55,172279,납부
CUST002945,2024-09,181.48,182393,납부
CUST002945,2024-10,195.46,215856,납부
CUST002945,2024-11,143.86,140996,납부
CUST002945,2024-12,165.75,154363,납부
CUST002946,2024-01,16.59,19668,납부
CUST002946,2024-02,38.62,38002,납부
CUST002946,2024-03,25.07,23923,납부
CUST002946,2024-04,44.94,43795,납부
CUST002946,2024-05,32.23,35700,납부
CUST002946,2024-06,30.36,33815,납부
