불만ID,고객ID,접수일시,카테고리,내용,상태,만족도,해결완료일
COMP000986,CUST002718,2023-07-12 03:00:00,기술,청구서 오류가 있습니다,완료,5,
COMP000987,CUST002251,2023-05-15 05:00:00,요금,계약 변경이 어려워요,접수,3,
COMP000988,CUST003218,2023-01-27 19:00:00,기술,계약 변경이 어려워요,완료,5,2023-01-15
COMP000989,CUST000266,2024-09-23 08:00:00,기타,상담원 친절도가 떨어져요,완료,4,2024-01-08
COMP000990,CUST002693,2024-09-12 18:00:00,공급,고객센터 응답이 느려요,완료,2,2023-11-11
COMP000991,CUST003815,2024-09-19 07:00:00,서비스,정기점검을 안 해줬어요,완료,4,2023-05-08
COMP000992,CUST004808,2024-09-02 07:00:00,요금,환불이 안 되네요,접수,5,
COMP000993,CUST000991,2023-08-25 21:00:00,공급,가스 냄새가 심합니다,처리중,1,
COMP000994,CUST001127,2023-01-27 11:00:00,요금,공급이 자주 끊겨요,완료,3,2024-02-25
COMP000995,CUST001385,2023-03-23 22:00:00,공급,청구서 오류가 있습니다,완료,3,2024-07-09
COMP000996,CUST002178,2024-05-03 04:00:00,안전,환불이 안 되네요,완료,2,2023-12-10
COMP000997,CUST002818,2024-05-29 19:00:00,공급,상담원 친절도가 떨어져요,접수,2,2023-06-30
COMP000998,CUST001112,2024-04-25 22:00:00,서비스,가스 냄새가 심합니다,완료,5,2024-01-18
COMP000999,CUST004606,2024-10-27 11:00:00,서비스,청구서 오류가 있습니다,완료,3,2024-09-01
COMP001000,CUST003002,2023-07-08 12:00:00,요금,앱 사용이 불편해요,완료,2,2024-03-22
COMP001001,CUST001826,2024-05-18 15:00:00,공급,공급이 자주 끊겨요,완료,4,2024-11-06
COMP001002,CUST004963,2023-05-21 05:00:00,요금,고객센터 응답이 느려요,접수,1,
COMP001003,CUST000188,2023-07-17 07:00:00,안전,정기점검을 안 해줬어요,처리중,5,2023-10-18
COMP001004,CUST000574,2023-02-03 13:00:00,서비스,정기점검을 안 해줬어요,완료,4,
COMP001005,CUST004581,2023-01-16 08:00:00,공급,공급이 자주 끊겨요,완료,1,
COMP001006,CUST004380,2024-02-27 07:00:00,공급,공급이 자주 끊겨요,처리중,3,
COMP001007,CUST000608,2024-11-18 06:00:00,공급,요금이 지난달보다 많이 나왔어요,보류,1,2023-03-31
COMP001008,CUST002598,2023-07-29 02:00:00,공급,정기점검을 안 해줬어요,처리중,5,
COMP001009,CUST000479,2023-07-01 14:00:00,기술,고객센터 응답이 느려요,완료,2,2024-10-27
COMP001010,CUST001891,2024-09-23 15:00:00,공급,앱 사용이 불편해요,처리중,5,2024-02-26
COMP001011,CUST000363,2024-12-05 10:00:00,공급,가스 냄새가 심합니다,접수,3,2024-09-30
COMP001012,CUST004050,2024-04-13 07:00:00,요금,앱 사용이 불편해요,완료,3,
COMP001013,CUST000839,2024-03-13 12:00:00,기타,공급이 자주 끊겨요,처리중,2,2024-03-30
COMP001014,CUST002190,2023-02-12 19:00:00,요금,청구서 오류가 있습니다,완료,5,2023-02-03
COMP001015,CUST004210,2024-01-25 23:00:00,요금,환불이 안 되네요,보류,5,
COMP001016,CUST003232,2023-11-17 12:00:00,요금,정기점검을 안 해줬어요,완료,3,
COMP001017,CUST001115,2024-09-18 23:00:00,안전,상담원 친절도가 떨어져요,처리중,4,2024-04-10
COMP001018,CUST004825,2024-08-08 19:00:00,기타,환불이 안 되네요,완료,1,2023-04-28
COMP001019,CUST001166,2024-07-03 16:00:00,안전,환불이 안 되네요,보류,5,2024-04-25
COMP001020,CUST001483,2024-10-18 22:00:00,공급,정기점검을 안 해줬어요,완료,1,
COMP001021,CUST004983,2023-02-09 16:00:00,안전,계약 변경이 어려워요,접수,4,2024-04-20
COMP001022,CUST001120,2023-04-22 14:00:00,기타,상담원 친절도가 떨어져요,보류,5,2024-10-22
COMP001023,CUST003242,2024-04-12 01:00:00,공급,앱 사용이 불편해요,완료,1,
COMP001024,CUST002861,2023-09-09 16:00:00,안전,정기점검을 안 해줬어요,처리중,2,
COMP001025,CUST003204,2024-07-04 12:00:00,요금,앱 사용이 불편해요,완료,2,2024-01-19
COMP001026,CUST001258,2023-02-10 17:00:00,공급,앱 사용이 불편해요,보류,5,
COMP001027,CUST004760,2024-02-01 16:00:00,기타,정기점검을 안 해줬어요,완료,1,2023-10-02
COMP001028,CUST001234,2024-10-07 01:00:00,기타,고객센터 응답이 느려요,완료,2,
COMP001029,CUST004500,2023-07-14 09:00:00,서비스,고객센터 응답이 느려요,완료,1,2024-02-29
COMP001030,CUST000059,2024-03-26 12:00:00,기타,환불이 안 되네요,접수,5,
COMP001031,CUST003534,2023-11-08 09:00:00,기술,고객센터 응답이 느려요,접수,1,2024-02-29
COMP001032,CUST000592,2024-04-17 05:00:00,기술,앱 사용이 불편해요,보류,4,2023-01-27
COMP001033,CUST001065,2024-03-08 09:00:00,안전,앱 사용이 불편해요,접수,5,2024-01-19
COMP001034,CUST002163,2024-09-19 01:00:00,서비스,고객센터 응답이 느려요,완료,5,
COMP001035,CUST000142,2024-12-07 16:00:00,공급,환불이 안 되네요,완료,1,2024-09-06
COMP001036,CUST003320,2023-05-26 14:00:00,기타,환불이 안 되네요,완료,3,2023-06-24
COMP001037,CUST001164,2024-10-23 14:00:00,요금,공급이 자주 끊겨요,접수,4,
COMP001038,CUST004379,2023-04-03 23:00:00,안전,가스 냄새가 심합니다,완료,1,
COMP001039,CUST001308,2024-05-27 03:00:00,기술,앱 사용이 불편해요,완료,1,2024-02-05
COMP001040,CUST003530,2023-07-04 18:00:00,공급,앱 사용이 불편해요,처리중,4,2024-10-21
COMP001041,CUST001644,2024-12-13 17:00:00,안전,요금이 지난달보다 많이 나왔어요,완료,5,2023-02-22
COMP001042,CUST004515,2023-05-19 12:00:00,공급,고객센터 응답이 느려요,완료,2,
COMP001043,CUST003635,2024-02-28 10:00:00,기타,환불이 안 되네요,보류,3,2023-05-12
COMP001044,CUST004230,2024-04-06 00:00:00,공급,청구서 오류가 있습니다,완료,1,
COMP001045,CUST002341,2023-07-03 14:00:00,공급,공급이 자주 끊겨요,완료,4,2023-06-27
COMP001046,CUST004741,2024-08-27 22:00:00,안전,상담원 친절도가 떨어져요,처리중,5,2023-11-22
COMP001047,CUST003000,2023-07-26 14:00:00,공급,정기점검을 안 해줬어요,보류,5,2024-03-23
COMP001048,CUST003899,2023-04-03 08:00:00,요금,공급이 자주 끊겨요,접수,5,2024-12-28
COMP001049,CUST004007,2023-11-28 22:00:00,기술,공급이 자주 끊겨요,완료,4,
COMP001050,CUST004325,2024-10-26 22:00:00,기타,청구서 오류가 있습니다,접수,1,2024-10-08
COMP001051,CUST002355,2023-06-17 22:00:00,기술,상담원 친절도가 떨어져요,완료,3,2024-02-06
COMP001052,CUST004190,2023-05-07 02:00:00,안전,계약 변경이 어려워요,완료,3,
COMP001053,CUST002690,2023-04-27 22:00:00,기술,요금이 지난달보다 많이 나왔어요,접수,5,
COMP001054,CUST000287,2024-04-05 20:00:00,기술,환불이 안 되네요,접수,3,2024-07-20
COMP001055,CUST004013,2024-01-07 02:00:00,요금,고객센터 응답이 느려요,완료,1,2023-11-27
COMP001056,CUST003761,2024-06-20 22:00:00,안전,공급이 자주 끊겨요,처리중,1,2023-04-06
COMP001057,CUST004407,2024-01-29 23:00:00,공급,청구서 오류가 있습니다,완료,2,2023-01-12
COMP001058,CUST002959,2024-06-07 19:00:00,기타,계약 변경이 어려워요,완료,4,
COMP001059,CUST004347,2023-06-13 12:00:00,요금,청구서 오류가 있습니다,완료,2,2023-01-29
COMP001060,CUST004106,2024-07-17 12:00:00,서비스,계약 변경이 어려워요,처리중,2,
COMP001061,CUST003077,2023-02-14 05:00:00,기타,계약 변경이 어려워요,보류,4,2023-03-22
COMP001062,CUST003802,2023-12-10 18:00:00,서비스,앱 사용이 불편해요,처리중,5,2023-01-26
COMP001063,CUST002460,2024-11-06 04:00:00,공급,요금이 지난달보다 많이 나왔어요,완료,5,
COMP001064,CUST004389,2023-06-16 04:00:00,기타,고객센터 응답이 느려요,완료,3,2024-04-09
COMP001065,CUST000899,2023-07-03 22:00:00,서비스,고객센터 응답이 느려요,완료,4,
COMP001066,CUST002186,2023-02-22 13:00:00,안전,상담원 친절도가 떨어져요,완료,5,
COMP001067,CUST000969,2023-11-12 09:00:00,서비스,정기점검을 안 해줬어요,완료,5,2024-10-30
COMP001068,CUST002321,2024-04-01 09:00:00,공급,요금이 지난달보다 많이 나왔어요,처리중,1,
COMP001069,CUST001352,2024-10-03 05:00:00,공급,계약 변경이 어려워요,처리중,2,2024-07-02
COMP001070,CUST004577,2023-05-01 04:00:00,안전,계약 변경이 어려워요,완료,3,
COMP001071,CUST001741,2023-07-27 00:00:00,기타,가스 냄새가 심합니다,처리중,3,
COMP001072,CUST000716,2024-09-29 08:00:00,기술,고객센터 응답이 느려요,보류,4,
COMP001073,CUST000576,2023-01-13 14:00:00,안전,앱 사용이 불편해요,처리중,4,2023-09-24
COMP001074,CUST001731,2024-05-24 15:00:00,요금,요금이 지난달보다 많이 나왔어요,완료,3,
COMP001075,CUST004037,2024-07-10 00:00:00,기타,공급이 자주 끊겨요,완료,2,2023-05-28
COMP001076,CUST001395,2024-09-14 15:00:00,서비스,환불이 안 되네요,완료,5,
COMP001077,CUST001181,2023-09-01 06:00:00,기타,청구서 오류가 있습니다,처리중,3,
COMP001078,CUST002913,2024-08-25 21:00:00,기술,공급이 자주 끊겨요,완료,2,2023-04-16
COMP001079,CUST001859,2024-05-02 14:00:00,기술,요금이 지난달보다 많이 나왔어요,완료,5,2024-09-02
COMP001080,CUST000985,2024-02-24 14:00:00,기타,정기점검을 안 해줬어요,처리중,3,2023-05-26
COMP001081,CUST004797,2023-03-23 19:00:00,서비스,앱 사용이 불편해요,접수,1,2023-07-04
COMP001082,CUST001975,2024-09-06 00:00:00,기술,상담원 친절도가 떨어져요,완료,3,2024-05-21
COMP001083,CUST002443,2023-09-08 17:00:00,기타,계약 변경이 어려워요,완료,2,
COMP001084,CUST001287,2023-10-12 19:00:00,요금,상담원 친절도가 떨어져요,처리중,4,
COMP001085,CUST003418,2024-10-05 17:00:00,안전,앱 사용이 불편해요,완료,5,2023-04-14
COMP001086,CUST001979,2023-08-01 01:00:00,안전,청구서 오류가 있습니다,완료,2,2023-01-23
COMP001087,CUST003560,2023-07-09 04:00:00,공급,정기점검을 안 해줬어요,처리중,5,2024-05-13
COMP001088,CUST001689,2023-02-26 20:00:00,기타,앱 사용이 불편해요,완료,1,
COMP001089,CUST000848,2023-12-24 01:00:00,서비스,상담원 친절도가 떨어져요,완료,5,2024-12-04
COMP001090,CUST001972,2023-05-29 01:00:00,서비스,고객센터 응답이 느려요,완료,5,2023-11-18
COMP001091,CUST004998,2024-11-14 18:00:00,공급,고객센터 응답이 느려요,완료,4,
COMP001092,CUST000664,2024-09-09 09:00:00,공급,환불이 안 되네요,접수,3,2023-06-14
COMP001093,CUST002295,2023-12-06 02:00:00,요금,앱 사용이 불편해요,완료,1,2023-01-11
COMP001094,CUST001871,2023-02-20 03:00:00,요금,앱 사용이 불편해요,완료,2,
COMP001095,CUST001392,2024-03-02 05:00:00,안전,앱 사용이 불편해요,완료,3,
COMP001096,CUST004400,2023-06-15 21:00:00,기타,고객센터 응답이 느려요,접수,2,
COMP001097,CUST004253,2023-10-19 19:00:00,서비스,청구서 오류가 있습니다,완료,1,
COMP001098,CUST001892,2024-11-07 22:00:00,공급,공급이 자주 끊겨요,접수,5,2023-12-18
COMP001099,CUST003699,2024-12-17 19:00:00,요금,상담원 친절도가 떨어져요,보류,1,
COMP001100,CUST002634,2024-08-09 17:00:00,요금,상담원 친절도가 떨어져요,처리중,5,2024-09-20
COMP001101,CUST000456,2023-07-01 14:00:00,공급,정기점검을 안 해줬어요,보류,3,2023-01-06
COMP001102,CUST000063,2024-08-15 11:00:00,서비스,정기점검을 안 해줬어요,처리중,5,2023-09-18
COMP001103,CUST004462,2023-02-06 02:00:00,기술,가스 냄새가 심합니다,완료,3,
COMP001104,CUST001824,2023-11-03 10:00:00,기술,정기점검을 안 해줬어요,완료,4,2023-01-31
COMP001105,CUST000359,2024-01-13 12:00:00,공급,청구서 오류가 있습니다,완료,4,2024-06-14
COMP001106,CUST000456,2023-03-11 13:00:00,안전,환불이 안 되네요,처리중,1,2023-06-06
COMP001107,CUST000169,2024-07-17 02:00:00,서비스,요금이 지난달보다 많이 나왔어요,완료,5,2024-01-09
COMP001108,CUST000714,2023-10-27 15:00:00,요금,앱 사용이 불편해요,완료,5,2023-08-11
COMP001109,CUST003680,2023-05-18 03:00:00,요금,계약 변경이 어려워요,접수,5,2023-05-22
COMP001110,CUST001030,2024-12-12 08:00:00,공급,공급이 자주 끊겨요,완료,1,2024-12-09
COMP001111,CUST002025,2023-12-04 16:00:00,공급,고객센터 응답이 느려요,접수,2,
COMP001112,CUST001024,2024-02-28 16:00:00,공급,요금이 지난달보다 많이 나왔어요,완료,3,2024-05-08
COMP001113,CUST003480,2023-08-03 22:00:00,요금,상담원 친절도가 떨어져요,완료,3,2023-04-05
COMP001114,CUST003063,2023-08-03 19:00:00,요금,계약 변경이 어려워요,접수,1,2024-07-18
COMP001115,CUST004818,2023-03-01 03:00:00,서비스,환불이 안 되네요,완료,3,
COMP001116,CUST001415,2024-08-08 23:00:00,요금,공급이 자주 끊겨요,처리중,2,2024-05-22
COMP001117,CUST000001,2024-10-06 16:00:00,서비스,환불이 안 되네요,완료,5,2024-02-14
COMP001118,CUST004237,2023-03-31 15:00:00,공급,공급이 자주 끊겨요,처리중,1,
COMP001119,CUST002838,2024-12-06 19:00:00,서비스,가스 냄새가 심합니다,보류,2,2023-07-22
COMP001120,CUST001229,2024-12-24 09:00:00,안전,상담원 친절도가 떨어져요,완료,3,
COMP001121,CUST004005,2024-03-13 19:00:00,요금,환불이 안 되네요,보류,5,
COMP001122,CUST001653,2023-11-21 08:00:00,기타,상담원 친절도가 떨어져요,완료,1,2024-02-07
COMP001123,CUST001731,2024-06-22 18:00:00,기타,요금이 지난달보다 많이 나왔어요,완료,5,2024-08-24
COMP001124,CUST003534,2024-09-30 11:00:00,서비스,상담원 친절도가 떨어져요,완료,4,2023-07-30
COMP001125,CUST003276,2023-05-13 19:00:00,기술,환불이 안 되네요,처리중,4,
COMP001126,CUST003439,2024-07-30 15:00:00,기술,가스 냄새가 심합니다,보류,1,2024-04-01
COMP001127,CUST000044,2024-06-16 23:00:00,기술,앱 사용이 불편해요,처리중,5,2023-10-06
COMP001128,CUST000924,2024-10-09 15:00:00,기술,환불이 안 되네요,접수,2,
COMP001129,CUST001114,2024-05-19 05:00:00,기타,요금이 지난달보다 많이 나왔어요,완료,2,
COMP001130,CUST000851,2024-09-16 07:00:00,안전,공급이 자주 끊겨요,완료,3,
COMP001131,CUST003113,2024-12-26 09:00:00,기타,환불이 안 되네요,완료,4,2024-08-03
COMP001132,CUST002903,2023-07-18 00:00:00,요금,고객센터 응답이 느려요,완료,5,2024-10-09
COMP001133,CUST001474,2023-05-02 00:00:00,안전,요금이 지난달보다 많이 나왔어요,완료,5,
COMP001134,CUST004100,2024-04-21 20:00:00,기술,계약 변경이 어려워요,처리중,3,2023-02-04
COMP001135,CUST000502,2023-05-01 23:00:00,안전,가스 냄새가 심합니다,완료,2,
COMP001136,CUST000457,2023-08-01 19:00:00,기술,가스 냄새가 심합니다,처리중,5,2024-02-24
COMP001137,CUST003702,2024-02-29 13:00:00,요금,상담원 친절도가 떨어져요,완료,4,2024-10-22
COMP001138,CUST001300,2023-02-16 10:00:00,요금,앱 사용이 불편해요,접수,5,
COMP001139,CUST001070,2023-12-25 17:00:00,안전,공급이 자주 끊겨요,처리중,3,2024-02-12
COMP001140,CUST003437,2024-10-14 06:00:00,기타,환불이 안 되네요,보류,4,2023-07-04
COMP001141,CUST001921,2023-01-12 20:00:00,기타,상담원 친절도가 떨어져요,완료,2,
COMP001142,CUST000508,2023-07-26 22:00:00,기술,청구서 오류가 있습니다,완료,2,2023-07-10
COMP001143,CUST002553,2023-10-16 08:00:00,서비스,정기점검을 안 해줬어요,완료,4,2023-03-16
COMP001144,CUST002029,2023-03-11 09:00:00,안전,상담원 친절도가 떨어져요,완료,4,2024-01-16
COMP001145,CUST004492,2023-11-04 16:00:00,안전,요금이 지난달보다 많이 나왔어요,보류,1,2023-11-18
COMP001146,CUST004146,2024-07-17 10:00:00,요금,앱 사용이 불편해요,처리중,5,2023-11-23
COMP001147,CUST002664,2023-01-07 03:00:00,요금,요금이 지난달보다 많이 나왔어요,완료,1,
COMP001148,CUST004901,2024-12-03 10:00:00,기술,청구서 오류가 있습니다,접수,4,
COMP001149,CUST002725,2023-12-16 12:00:00,서비스,정기점검을 안 해줬어요,완료,1,2024-08-04
COMP001150,CUST003870,2024-08-05 19:00:00,요금,고객센터 응답이 느려요,완료,5,
COMP001151,CUST003936,2023-01-30 05:00:00,서비스,정기점검을 안 해줬어요,보류,4,
COMP001152,CUST004597,2023-07-18 10:00:00,기술,요금이 지난달보다 많이 나왔어요,처리중,4,2024-01-30
COMP001153,CUST003191,2023-12-13 21:00:00,안전,환불이 안 되네요,완료,1,2023-08-06
COMP001154,CUST003271,2024-05-05 15:00:00,요금,청구서 오류가 있습니다,접수,3,2023-04-16
COMP001155,CUST000333,2023-02-06 20:00:00,기술,정기점검을 안 해줬어요,완료,4,2024-09-14
COMP001156,CUST002105,2023-05-20 15:00:00,서비스,계약 변경이 어려워요,처리중,1,
COMP001157,CUST003442,2023-06-09 20:00:00,서비스,공급이 자주 끊겨요,처리중,1,
COMP001158,CUST000511,2024-04-16 17:00:00,공급,공급이 자주 끊겨요,처리중,2,
COMP001159,CUST002843,2023-12-10 14:00:00,서비스,공급이 자주 끊겨요,처리중,1,2024-10-23
COMP001160,CUST000618,2024-02-28 23:00:00,서비스,환불이 안 되네요,처리중,1,2024-03-21
COMP001161,CUST002654,2023-02-27 16:00:00,공급,고객센터 응답이 느려요,완료,1,2023-11-24
COMP001162,CUST004506,2023-11-03 18:00:00,요금,계약 변경이 어려워요,완료,5,2023-02-20
COMP001163,CUST002398,2024-11-25 10:00:00,공급,고객센터 응답이 느려요,완료,2,
COMP001164,CUST002504,2024-07-22 17:00:00,안전,고객센터 응답이 느려요,완료,2,2023-10-09
COMP001165,CUST004057,2023-01-20 06:00:00,기타,계약 변경이 어려워요,완료,5,2023-05-08
COMP001166,CUST003215,2024-08-14 21:00:00,요금,공급이 자주 끊겨요,완료,5,2024-09-07
COMP001167,CUST003727,2023-12-06 11:00:00,서비스,고객센터 응답이 느려요,보류,3,2024-01-28
COMP001168,CUST004898,2023-03-09 04:00:00,공급,계약 변경이 어려워요,완료,4,2023-01-22
COMP001169,CUST001143,2023-10-15 00:00:00,서비스,정기점검을 안 해줬어요,처리중,5,2024-10-21
COMP001170,CUST001153,2023-12-14 12:00:00,기타,고객센터 응답이 느려요,접수,2,
COMP001171,CUST004434,2024-10-03 17:00:00,공급,요금이 지난달보다 많이 나왔어요,완료,5,2023-01-05
COMP001172,CUST001189,2023-06-19 18:00:00,안전,상담원 친절도가 떨어져요,보류,2,
COMP001173,CUST004405,2024-09-12 12:00:00,안전,청구서 오류가 있습니다,접수,3,2024-02-17
COMP001174,CUST002947,2023-07-11 19:00:00,요금,고객센터 응답이 느려요,완료,3,2024-06-30
COMP001175,CUST004765,2023-04-30 09:00:00,기술,요금이 지난달보다 많이 나왔어요,처리중,3,
COMP001176,CUST003348,2024-12-23 10:00:00,서비스,요금이 지난달보다 많이 나왔어요,완료,1,2024-10-22
COMP001177,CUST003537,2024-12-27 01:00:00,서비스,계약 변경이 어려워요,처리중,2,2024-04-26
COMP001178,CUST002118,2023-10-06 13:00:00,공급,정기점검을 안 해줬어요,완료,5,2024-03-01
COMP001179,CUST003525,2023-03-30 15:00:00,기타,공급이 자주 끊겨요,접수,5,
COMP001180,CUST001014,2023-09-01 11:00:00,공급,청구서 오류가 있습니다,보류,3,2023-12-21
COMP001181,CUST004698,2024-04-07 09:00:00,기타,고객센터 응답이 느려요,완료,1,2024-07-23
COMP001182,CUST001243,2023-08-10 16:00:00,공급,정기점검을 안 해줬어요,완료,4,
COMP001183,CUST000883,2023-11-06 05:00:00,안전,청구서 오류가 있습니다,처리중,1,2023-02-18
COMP001184,CUST004594,2023-04-25 11:00:00,기술,계약 변경이 어려워요,처리중,5,2024-12-14
COMP001185,CUST000604,2023-02-08 06:00:00,기타,정기점검을 안 해줬어요,접수,3,
COMP001186,CUST004531,2023-04-05 14:00:00,안전,공급이 자주 끊겨요,완료,2,2024-10-18
COMP001187,CUST004268,2024-06-02 00:00:00,기술,요금이 지난달보다 많이 나왔어요,접수,1,
COMP001188,CUST001072,2024-05-09 16:00:00,서비스,가스 냄새가 심합니다,처리중,3,2024-01-18
COMP001189,CUST001845,2023-06-07 06:00:00,기타,가스 냄새가 심합니다,처리중,5,
COMP001190,CUST001603,2023-12-15 15:00:00,서비스,상담원 친절도가 떨어져요,완료,3,2023-08-18
COMP001191,CUST001876,2024-06-20 09:00:00,기타,상담원 친절도가 떨어져요,완료,4,2023-01-11
COMP001192,CUST001776,2023-12-02 04:00:00,공급,가스 냄새가 심합니다,완료,2,2023-11-27
COMP001193,CUST003006,2023-04-11 16:00:00,서비스,앱 사용이 불편해요,접수,1,
COMP001194,CUST004200,2024-11-23 04:00:00,공급,환불이 안 되네요,완료,5,
COMP001195,CUST001779,2023-07-30 23:00:00,기술,환불이 안 되네요,보류,1,2023-04-01
COMP001196,CUST003194,2023-02-07 14:00:00,공급,정기점검을 안 해줬어요,완료,3,2024-01-13
COMP001197,CUST003470,2024-02-01 22:00:00,공급,공급이 자주 끊겨요,보류,3,
COMP001198,CUST001970,2024-06-18 03:00:00,요금,계약 변경이 어려워요,완료,5,2023-01-06
COMP001199,CUST000061,2023-01-05 09:00:00,기술,요금이 지난달보다 많이 나왔어요,처리중,2,
COMP001200,CUST003463,2023-02-15 21:00:00,안전,청구서 오류가 있습니다,완료,1,
COMP001201,CUST001429,2024-08-31 02:00:00,서비스,앱 사용이 불편해요,보류,2,2023-02-14
COMP001202,CUST003944,2023-12-08 14:00:00,서비스,환불이 안 되네요,완료,3,2023-11-08
COMP001203,CUST000334,2023-02-17 03:00:00,안전,정기점검을 안 해줬어요,완료,2,2023-12-04
COMP001204,CUST002323,2024-06-17 21:00:00,요금,공급이 자주 끊겨요,완료,1,
COMP001205,CUST003389,2023-11-16 00:00:00,서비스,앱 사용이 불편해요,접수,2,
COMP001206,CUST002559,2024-08-14 09:00:00,공급,요금이 지난달보다 많이 나왔어요,처리중,3,2024-12-16
COMP001207,CUST002594,2024-10-16 06:00:00,공급,정기점검을 안 해줬어요,처리중,2,2023-05-22
COMP001208,CUST002371,2023-11-25 06:00:00,안전,가스 냄새가 심합니다,보류,2,2023-05-03
COMP001209,CUST002605,2023-07-17 09:00:00,서비스,요금이 지난달보다 많이 나왔어요,완료,5,2023-06-01
COMP001210,CUST003011,2023-10-11 17:00:00,안전,계약 변경이 어려워요,완료,1,
COMP001211,CUST001073,2023-11-23 14:00:00,안전,환불이 안 되네요,접수,5,
COMP001212,CUST003125,2024-11-18 03:00:00,기타,상담원 친절도가 떨어져요,완료,1,
COMP001213,CUST004156,2023-10-07 04:00:00,기술,공급이 자주 끊겨요,완료,4,2024-04-02
COMP001214,CUST002104,2023-06-11 08:00:00,공급,가스 냄새가 심합니다,완료,4,
COMP001215,CUST003387,2023-04-28 00:00:00,공급,환불이 안 되네요,완료,3,2023-09-04
COMP001216,CUST003718,2024-09-29 17:00:00,서비스,고객센터 응답이 느려요,완료,4,2024-11-08
COMP001217,CUST002413,2024-06-10 03:00:00,요금,계약 변경이 어려워요,보류,2,2023-10-15
COMP001218,CUST001120,2023-07-31 17:00:00,서비스,상담원 친절도가 떨어져요,완료,1,2024-05-09
COMP001219,CUST004636,2023-12-25 17:00:00,요금,정기점검을 안 해줬어요,완료,3,2023-09-28
COMP001220,CUST001027,2023-11-23 08:00:00,기술,앱 사용이 불편해요,접수,3,
COMP001221,CUST000925,2023-05-25 22:00:00,요금,공급이 자주 끊겨요,접수,4,
COMP001222,CUST004048,2023-10-18 18:00:00,공급,환불이 안 되네요,완료,2,2023-09-06
COMP001223,CUST001950,2023-09-08 05:00:00,안전,가스 냄새가 심합니다,완료,3,
COMP001224,CUST000019,2023-03-14 09:00:00,안전,고객센터 응답이 느려요,완료,2,
COMP001225,CUST000232,2024-09-19 10:00:00,기술,청구서 오류가 있습니다,보류,5,2023-03-21
COMP001226,CUST000660,2024-07-07 14:00:00,공급,환불이 안 되네요,완료,3,2024-05-21
COMP001227,CUST000881,2023-02-21 04:00:00,서비스,고객센터 응답이 느려요,처리중,3,2023-01-14
COMP001228,CUST002492,2023-01-30 15:00:00,기타,가스 냄새가 심합니다,보류,2,
COMP001229,CUST001385,2024-11-22 01:00:00,서비스,환불이 안 되네요,완료,1,2024-01-30
COMP001230,CUST003936,2023-04-19 12:00:00,서비스,정기점검을 안 해줬어요,완료,2,2023-04-18
COMP001231,CUST003664,2023-02-25 02:00:00,요금,환불이 안 되네요,완료,1,2024-08-27
COMP001232,CUST003112,2024-03-12 12:00:00,안전,앱 사용이 불편해요,완료,1,
COMP001233,CUST002870,2023-07-03 22:00:00,요금,요금이 지난달보다 많이 나왔어요,처리중,3,2023-11-17
COMP001234,CUST003443,2024-09-02 18:00:00,공급,요금이 지난달보다 많이 나왔어요,보류,3,
COMP001235,CUST003223,2024-10-06 22:00:00,기술,앱 사용이 불편해요,완료,1,2024-04-09
COMP001236,CUST000396,2024-12-17 14:00:00,공급,상담원 친절도가 떨어져요,완료,3,
COMP001237,CUST001898,2024-09-23 11:00:00,안전,계약 변경이 어려워요,처리중,3,
COMP001238,CUST000811,2023-11-16 10:00:00,서비스,고객센터 응답이 느려요,완료,3,2023-05-14
COMP001239,CUST003989,2023-07-22 22:00:00,안전,요금이 지난달보다 많이 나왔어요,처리중,3,2024-01-08
COMP001240,CUST000740,2024-11-17 17:00:00,공급,요금이 지난달보다 많이 나왔어요,완료,5,2024-04-08
COMP001241,CUST000805,2023-03-22 14:00:00,요금,앱 사용이 불편해요,완료,3,
COMP001242,CUST000522,2024-08-04 04:00:00,안전,계약 변경이 어려워요,처리중,3,2024-02-14
COMP001243,CUST001556,2023-04-06 22:00:00,요금,상담원 친절도가 떨어져요,완료,2,2023-10-12
COMP001244,CUST002611,2024-04-24 03:00:00,기타,계약 변경이 어려워요,접수,3,2024-12-03
COMP001245,CUST001885,2024-04-11 09:00:00,안전,정기점검을 안 해줬어요,접수,4,2024-08-14
COMP001246,CUST004653,2024-12-01 20:00:00,요금,청구서 오류가 있습니다,완료,5,
COMP001247,CUST001682,2024-12-28 14:00:00,공급,가스 냄새가 심합니다,완료,5,2023-04-20
COMP001248,CUST000289,2024-04-26 07:00:00,기타,상담원 친절도가 떨어져요,처리중,2,
COMP001249,CUST003466,2023-08-18 04:00:00,안전,환불이 안 되네요,접수,4,2024-04-16
COMP001250,CUST001329,2024-09-23 08:00:00,공급,계약 변경이 어려워요,접수,3,2023-01-30
COMP001251,CUST000421,2024-01-08 12:00:00,기타,요금이 지난달보다 많이 나왔어요,완료,2,2024-06-27
COMP001252,CUST001723,2023-07-07 22:00:00,요금,고객센터 응답이 느려요,접수,2,2023-09-29
COMP001253,CUST000051,2024-11-12 10:00:00,서비스,환불이 안 되네요,처리중,3,2024-07-17
COMP001254,CUST000472,2023-11-29 14:00:00,안전,상담원 친절도가 떨어져요,접수,2,2024-03-17
COMP001255,CUST004410,2024-05-14 00:00:00,요금,공급이 자주 끊겨요,처리중,2,2024-02-11
COMP001256,CUST001992,2023-03-08 15:00:00,기술,계약 변경이 어려워요,완료,5,2024-06-04
