고객ID,가입일,지역,고객타입,계약기간,요금제
CUST002733,2023-02-11,인천,주택,1년,할인
CUST002734,2023-09-27,대전,상업,장기,프리미엄
CUST002735,2023-08-17,경기,상업,1년,기본
CUST002736,2023-09-28,세종,주택,2년,프리미엄
CUST002737,2023-12-27,인천,산업,2년,프리미엄
CUST002738,2023-07-05,경기,공공,1년,기본
CUST002739,2023-02-09,강원,상업,1년,할인
CUST002740,2023-10-16,세종,주택,1년,기본
CUST002741,2023-02-27,광주,상업,2년,기본
CUST002742,2023-02-01,부산,공공,장기,기본
CUST002743,2023-10-08,서울,산업,1년,프리미엄
CUST002744,2023-09-16,대구,산업,2년,기본
CUST002745,2023-04-14,인천,산업,2년,기본
CUST002746,2023-10-21,서울,주택,2년,기본
CUST002747,2023-10-02,대전,주택,1년,할인
CUST002748,2023-03-18,경기,산업,1년,할인
CUST002749,2023-03-26,경기,공공,장기,할인
CUST002750,2023-06-17,인천,공공,2년,할인
CUST002751,2023-09-24,울산,주택,1년,프리미엄
CUST002752,2023-08-15,울산,산업,2년,프리미엄
CUST002753,2023-03-01,광주,공공,2년,기본
CUST002754,2023-12-15,부산,공공,장기,프리미엄
CUST002755,2023-04-16,세종,공공,1년,할인
CUST002756,2023-10-26,대전,주택,1년,기본
CUST002757,2023-09-08,서울,산업,2년,기본
CUST002758,2023-02-16,울산,상업,2년,할인
CUST002759,2023-09-19,광주,산업,장기,할인
CUST002760,2023-08-17,광주,산업,장기,할인
CUST002761,2023-01-29,인천,주택,장기,프리미엄
CUST002762,2023-08-21,대전,공공,장기,기본
CUST002763,2023-03-09,강원,공공,장기,할인
CUST002764,2023-09-20,세종,주택,장기,기본
CUST002765,2023-08-01,부산,주택,2년,기본
CUST002766,2023-08-22,대구,주택,장기,프리미엄
CUST002767,2023-10-16,인천,주택,2년,기본
CUST002768,2023-01-30,세종,주택,2년,할인
CUST002769,2023-10-14,대구,상업,1년,할인
CUST002770,2023-08-25,대구,산업,2년,기본
CUST002771,2023-12-11,대전,산업,2년,기본
CUST002772,2023-06-07,대전,산업,장기,프리미엄
CUST002773,2023-01-12,서울,공공,2년,할인
CUST002774,2023-07-22,광주,상업,장기,할인
CUST002775,2023-05-11,세종,산업,장기,기본
CUST002776,2023-01-02,인천,공공,장기,기본
CUST002777,2023-04-22,경기,상업,1년,기본
CUST002778,2023-10-24,인천,상업,장기,할인
CUST002779,2023-02-07,서울,공공,2년,기본
CUST002780,2023-01-24,부산,상업,장기,프리미엄
CUST002781,2023-08-05,광주,공공,장기,프리미엄
CUST002782,2023-06-26,경기,산업,장기,기본
CUST002783,2023-12-25,울산,공공,1년,프리미엄
CUST002784,2023-02-02,부산,상업,2년,프리미엄
CUST002785,2023-10-05,대전,산업,1년,프리미엄
CUST002786,2023-01-31,대구,산업,2년,프리미엄
CUST002787,2023-02-05,울산,주택,1년,프리미엄
CUST002788,2023-08-30,인천,주택,2년,할인
CUST002789,2023-01-17,인천,상업,1년,기본
CUST002790,2023-05-27,대전,공공,장기,프리미엄
CUST002791,2023-07-29,서울,공공,1년,기본
CUST002792,2023-04-03,세종,상업,1년,프리미엄
CUST002793,2023-03-11,울산,산업,장기,할인
CUST002794,2023-11-25,울산,상업,장기,할인
CUST002795,2023-11-27,강원,상업,2년,프리미엄
CUST002796,2023-08-04,부산,산업,2년,프리미엄
CUST002797,2023-07-11,광주,공공,2년,프리미엄
CUST002798,2023-07-15,부산,상업,1년,할인
CUST002799,2023-08-18,세종,공공,2년,할인
CUST002800,2023-07-13,인천,상업,1년,기본
CUST002801,2023-07-12,인천,산업,1년,할인
CUST002802,2023-02-11,인천,산업,2년,프리미엄
CUST002803,2023-12-16,강원,주택,2년,기본
CUST002804,2023-12-05,인천,산업,1년,할인
CUST002805,2023-10-04,세종,주택,장기,할인
CUST002806,2023-03-10,대전,상업,장기,프리미엄
CUST002807,2023-12-01,광주,공공,1년,기본
CUST002808,2023-06-28,세종,산업,2년,할인
CUST002809,2023-03-02,광주,산업,1년,할인
CUST002810,2023-04-02,세종,산업,1년,프리미엄
CUST002811,2023-10-03,인천,상업,2년,기본
CUST002812,2023-07-21,대전,주택,장기,기본
CUST002813,2023-09-28,울산,상업,1년,기본
CUST002814,2023-03-07,부산,공공,장기,기본
CUST002815,2023-04-25,대구,상업,장기,프리미엄
CUST002816,2023-01-02,대전,공공,2년,할인
CUST002817,2023-01-12,울산,산업,1년,할인
CUST002818,2023-06-02,서울,공공,1년,기본
CUST002819,2023-08-26,세종,공공,장기,기본
CUST002820,2023-12-11,서울,주택,장기,기본
CUST002821,2023-10-06,울산,공공,2년,할인
CUST002822,2023-08-06,대전,공공,장기,할인
CUST002823,2023-09-30,세종,상업,2년,기본
CUST002824,2023-07-14,대구,산업,1년,프리미엄
CUST002825,2023-04-28,인천,상업,2년,할인
CUST002826,2023-05-07,세종,상업,장기,할인
CUST002827,2023-08-24,세종,산업,1년,기본
CUST002828,2023-06-27,대전,산업,2년,프리미엄
CUST002829,2023-03-21,대전,공공,1년,기본
CUST002830,2023-05-22,울산,공공,2년,기본
CUST002831,2023-04-07,경기,주택,장기,프리미엄
CUST002832,2023-02-27,세종,상업,장기,프리미엄
CUST002833,2023-01-17,부산,산업,1년,프리미엄
CUST002834,2023-12-05,세종,공공,1년,할인
CUST002835,2023-08-03,울산,산업,1년,기본
CUST002836,2023-11-11,광주,공공,2년,할인
CUST002837,2023-01-09,서울,주택,장기,프리미엄
CUST002838,2023-05-04,인천,주택,1년,할인
CUST002839,2023-04-16,경기,산업,1년,프리미엄
CUST002840,2023-02-04,대구,주택,1년,프리미엄
CUST002841,2023-02-21,대구,산업,2년,기본
CUST002842,2023-11-01,대구,공공,1년,기본
CUST002843,2023-01-18,대전,상업,1년,기본
CUST002844,2023-08-17,대구,주택,2년,할인
CUST002845,2023-11-03,인천,공공,2년,기본
CUST002846,2023-12-11,서울,상업,1년,프리미엄
CUST002847,2023-12-27,대구,상업,1년,기본
CUST002848,2023-01-25,세종,상업,2년,할인
CUST002849,2023-05-06,세종,공공,장기,기본
CUST002850,2023-01-23,대전,공공,2년,기본
CUST002851,2023-07-25,인천,산업,장기,기본
CUST002852,2023-08-13,서울,상업,1년,할인
CUST002853,2023-04-30,경기,상업,1년,프리미엄
CUST002854,2023-10-04,울산,상업,장기,프리미엄
CUST002855,2023-04-22,서울,산업,2년,프리미엄
CUST002856,2023-01-29,울산,상업,1년,기본
CUST002857,2023-03-13,광주,공공,장기,기본
CUST002858,2023-09-15,울산,상업,2년,할인
CUST002859,2023-05-29,부산,주택,장기,프리미엄
CUST002860,2023-04-30,세종,공공,2년,기본
CUST002861,2023-10-22,인천,산업,2년,기본
CUST002862,2023-06-13,강원,상업,2년,기본
CUST002863,2023-10-23,대전,주택,2년,할인
CUST002864,2023-11-03,부산,산업,장기,프리미엄
CUST002865,2023-12-11,울산,산업,장기,할인
CUST002866,2023-06-14,대구,공공,장기,프리미엄
CUST002867,2023-05-02,인천,산업,장기,프리미엄
CUST002868,2023-06-04,부산,산업,장기,기본
CUST002869,2023-03-15,대전,산업,2년,기본
CUST002870,2023-12-05,세종,산업,1년,기본
CUST002871,2023-09-24,인천,상업,1년,기본
CUST002872,2023-04-24,대전,상업,장기,기본
CUST002873,2023-07-31,광주,상업,장기,프리미엄
CUST002874,2023-06-03,광주,상업,1년,기본
CUST002875,2023-05-21,대전,주택,2년,기본
CUST002876,2023-02-01,부산,상업,장기,할인
CUST002877,2023-10-13,인천,산업,2년,할인
CUST002878,2023-10-30,부산,상업,1년,프리미엄
CUST002879,2023-03-31,경기,상업,1년,프리미엄
CUST002880,2023-11-17,울산,공공,장기,할인
CUST002881,2023-12-14,경기,산업,2년,할인
CUST002882,2023-08-07,광주,상업,장기,기본
CUST002883,2023-10-12,세종,상업,1년,기본
CUST002884,2023-09-11,서울,상업,2년,프리미엄
CUST002885,2023-01-25,울산,주택,장기,할인
CUST002886,2023-06-26,광주,상업,장기,프리미엄
CUST002887,2023-11-26,부산,공공,장기,기본
CUST002888,2023-12-10,부산,산업,1년,프리미엄
CUST002889,2023-07-15,부산,산업,장기,프리미엄
CUST002890,2023-09-26,세종,상업,2년,프리미엄
CUST002891,2023-06-13,경기,상업,장기,기본
CUST002892,2023-12-23,서울,상업,1년,프리미엄
CUST002893,2023-08-02,부산,산업,장기,기본
CUST002894,2023-07-29,강원,산업,1년,할인
CUST002895,2023-03-18,울산,주택,1년,프리미엄
CUST002896,2023-06-03,인천,공공,2년,프리미엄
CUST002897,2023-07-12,강원,주택,2년,기본
CUST002898,2023-04-05,서울,공공,장기,프리미엄
CUST002899,2023-10-03,세종,주택,1년,기본
CUST002900,2023-08-31,서울,산업,1년,프리미엄
CUST002901,2023-05-04,인천,주택,2년,할인
CUST002902,2023-04-26,울산,공공,2년,할인
CUST002903,2023-06-03,인천,상업,장기,할인
CUST002904,2023-12-29,대전,공공,1년,프리미엄
CUST002905,2023-03-15,울산,상업,2년,프리미엄
CUST002906,2023-08-26,서울,산업,장기,할인
CUST002907,2023-01-30,부산,공공,1년,할인
CUST002908,2023-10-15,서울,주택,1년,기본
CUST002909,2023-07-31,서울,공공,2년,기본
CUST002910,2023-08-02,울산,상업,장기,할인
CUST002911,2023-10-13,대전,산업,2년,할인
CUST002912,2023-09-29,서울,주택,장기,프리미엄
CUST002913,2023-03-10,강원,공공,1년,할인
CUST002914,2023-07-18,광주,상업,장기,기본
CUST002915,2023-05-05,대구,주택,장기,기본
CUST002916,2023-05-11,대구,산업,장기,기본
CUST002917,2023-04-15,서울,주택,장기,기본
CUST002918,2023-06-19,강원,산업,장기,기본
CUST002919,2023-11-28,부산,주택,2년,기본
CUST002920,2023-02-10,세종,공공,장기,할인
CUST002921,2023-08-19,세종,상업,장기,기본
CUST002922,2023-07-09,울산,공공,1년,기본
CUST002923,2023-02-17,대구,공공,장기,기본
CUST002924,2023-10-02,서울,산업,1년,기본
CUST002925,2023-04-08,세종,산업,2년,할인
CUST002926,2023-01-27,서울,산업,2년,프리미엄
CUST002927,2023-05-18,울산,공공,장기,프리미엄
CUST002928,2023-07-13,대구,주택,2년,프리미엄
CUST002929,2023-12-11,인천,주택,장기,프리미엄
CUST002930,2023-11-06,광주,공공,2년,기본
CUST002931,2023-11-05,광주,공공,장기,프리미엄
CUST002932,2023-01-21,세종,상업,장기,프리미엄
CUST002933,2023-02-07,광주,산업,1년,할인
CUST002934,2023-04-07,인천,산업,1년,할인
CUST002935,2023-10-28,서울,공공,1년,할인
CUST002936,2023-12-10,울산,공공,1년,기본
CUST002937,2023-10-14,인천,주택,장기,기본
CUST002938,2023-04-22,울산,공공,2년,기본
CUST002939,2023-09-03,울산,주택,장기,할인
CUST002940,2023-04-17,대구,공공,1년,프리미엄
CUST002941,2023-06-20,서울,상업,1년,할인
CUST002942,2023-06-05,강원,상업,2년,기본
CUST002943,2023-01-08,광주,주택,1년,할인
CUST002944,2023-04-19,강원,산업,장기,프리미엄
CUST002945,2023-04-08,대구,상업,장기,기본
CUST002946,2023-03-02,울산,주택,장기,프리미엄
CUST002947,2023-09-03,세종,공공,장기,프리미엄
CUST002948,2023-05-05,광주,공공,장기,기본
CUST002949,2023-12-23,광주,주택,2년,프리미엄
CUST002950,2023-11-06,서울,산업,장기,할인
CUST002951,2023-12-27,대전,주택,1년,프리미엄
CUST002952,2023-04-15,경기,주택,1년,프리미엄
CUST002953,2023-07-23,경기,상업,1년,프리미엄
CUST002954,2023-05-03,경기,주택,1년,할인
CUST002955,2023-10-10,대전,주택,2년,프리미엄
CUST002956,2023-06-14,서울,공공,1년,프리미엄
CUST002957,2023-05-25,대전,상업,2년,할인
CUST002958,2023-07-14,경기,공공,1년,기본
CUST002959,2023-08-27,대구,공공,2년,기본
CUST002960,2023-10-01,인천,산업,2년,기본
CUST002961,2023-11-29,울산,산업,2년,프리미엄
CUST002962,2023-07-03,대전,상업,1년,기본
CUST002963,2023-06-07,서울,상업,2년,할인
CUST002964,2023-05-14,서울,산업,장기,프리미엄
CUST002965,2023-07-04,강원,산업,장기,프리미엄
CUST002966,2023-09-20,인천,산업,1년,프리미엄
CUST002967,2023-09-12,세종,산업,장기,기본
CUST002968,2023-08-27,광주,산업,장기,기본
CUST002969,2023-02-20,경기,공공,장기,기본
CUST002970,2023-08-29,세종,상업,1년,프리미엄
CUST002971,2023-06-13,강원,공공,1년,할인
CUST002972,2023-04-15,경기,공공,장기,프리미엄
CUST002973,2023-07-09,인천,주택,1년,할인
CUST002974,2023-06-10,강원,공공,2년,프리미엄
CUST002975,2023-07-31,경기,산업,장기,할인
CUST002976,2023-01-24,인천,산업,1년,프리미엄
CUST002977,2023-10-16,부산,주택,1년,프리미엄
CUST002978,2023-04-24,세종,주택,장기,할인
CUST002979,2023-03-16,세종,주택,1년,할인
CUST002980,2023-01-09,광주,주택,장기,할인
CUST002981,2023-05-14,인천,주택,1년,할인
CUST002982,2023-10-11,대전,공공,2년,할인
CUST002983,2023-10-27,부산,주택,장기,할인
CUST002984,2023-10-24,대구,공공,2년,할인
CUST002985,2023-08-02,경기,상업,장기,할인
CUST002986,2023-06-01,부산,주택,1년,프리미엄
CUST002987,2023-03-20,인천,주택,2년,할인
CUST002988,2023-04-11,울산,공공,1년,할인
CUST002989,2023-06-18,경기,상업,장기,프리미엄
CUST002990,2023-04-28,서울,공공,장기,프리미엄
CUST002991,2023-07-14,세종,공공,장기,기본
CUST002992,2023-10-19,인천,주택,장기,기본
CUST002993,2023-05-06,서울,산업,장기,할인
CUST002994,2023-09-13,광주,산업,2년,할인
CUST002995,2023-10-09,강원,공공,장기,기본
CUST002996,2023-12-02,대구,주택,1년,기본
CUST002997,2023-12-17,대구,상업,2년,할인
CUST002998,2023-06-22,서울,산업,1년,기본
CUST002999,2023-05-12,세종,상업,장기,할인
CUST003000,2023-09-08,광주,산업,1년,프리미엄
CUST003001,2023-11-25,울산,주택,2년,프리미엄
CUST003002,2023-09-09,세종,공공,2년,기본
CUST003003,2023-08-24,부산,상업,2년,프리미엄
CUST003004,2023-03-28,대구,상업,1년,프리미엄
CUST003005,2023-06-30,부산,공공,2년,프리미엄
CUST003006,2023-03-28,경기,상업,1년,프리미엄
CUST003007,2023-03-13,대전,산업,장기,할인
CUST003008,2023-10-07,인천,공공,장기,할인
CUST003009,2023-09-08,광주,산업,1년,기본
CUST003010,2023-04-05,세종,산업,2년,프리미엄
CUST003011,2023-10-05,대구,주택,1년,프리미엄
CUST003012,2023-11-25,부산,산업,1년,프리미엄
CUST003013,2023-01-31,강원,주택,1년,기본
CUST003014,2023-09-26,경기,상업,장기,할인
CUST003015,2023-01-18,인천,상업,1년,프리미엄
CUST003016,2023-02-08,인천,주택,장기,할인
CUST003017,2023-12-09,세종,산업,1년,기본
CUST003018,2023-01-25,광주,공공,장기,할인
CUST003019,2023-01-04,울산,공공,1년,프리미엄
CUST003020,2023-07-31,강원,주택,1년,할인
CUST003021,2023-03-12,세종,상업,2년,할인
CUST003022,2023-11-19,부산,상업,2년,기본
CUST003023,2023-04-29,대전,공공,1년,기본
CUST003024,2023-02-04,서울,주택,1년,기본
CUST003025,2023-12-29,울산,공공,1년,기본
CUST003026,2023-03-19,광주,산업,1년,할인
CUST003027,2023-01-05,경기,산업,2년,할인
CUST003028,2023-04-22,울산,주택,장기,기본
CUST003029,2023-09-16,대구,주택,1년,기본
CUST003030,2023-08-22,광주,산업,2년,프리미엄
CUST003031,2023-07-11,대전,상업,1년,프리미엄
CUST003032,2023-01-31,대구,주택,1년,기본
CUST003033,2023-11-13,울산,산업,장기,할인
CUST003034,2023-11-23,서울,산업,1년,기본
CUST003035,2023-12-08,서울,상업,1년,할인
CUST003036,2023-11-12,대전,상업,장기,할인
CUST003037,2023-09-05,인천,상업,장기,프리미엄
CUST003038,2023-12-04,강원,상업,장기,기본
CUST003039,2023-09-07,경기,공공,장기,기본
CUST003040,2023-01-09,인천,상업,2년,할인
CUST003041,2023-01-04,서울,공공,2년,기본
CUST003042,2023-09-30,서울,주택,2년,프리미엄
CUST003043,2023-10-10,부산,산업,1년,프리미엄
CUST003044,2023-07-30,대구,공공,장기,기본
CUST003045,2023-01-07,울산,주택,장기,기본
CUST003046,2023-01-09,경기,주택,2년,프리미엄
CUST003047,2023-09-29,대전,공공,1년,기본
CUST003048,2023-05-21,울산,주택,1년,할인
CUST003049,2023-10-02,부산,주택,1년,기본
CUST003050,2023-05-27,서울,공공,2년,할인
CUST003051,2023-01-09,대전,주택,1년,기본
CUST003052,2023-09-15,서울,상업,1년,기본
CUST003053,2023-12-24,경기,상업,1년,프리미엄
CUST003054,2023-12-12,대구,산업,장기,할인
CUST003055,2023-08-09,울산,주택,2년,프리미엄
CUST003056,2023-04-02,울산,산업,장기,기본
CUST003057,2023-02-24,인천,상업,장기,프리미엄
CUST003058,2023-02-19,대전,상업,2년,기본
CUST003059,2023-09-26,강원,상업,장기,기본
CUST003060,2023-03-18,부산,주택,1년,기본
CUST003061,2023-05-04,강원,주택,1년,할인
CUST003062,2023-04-09,인천,상업,1년,할인
CUST003063,2023-11-14,경기,산업,1년,할인
CUST003064,2023-09-27,부산,산업,2년,프리미엄
CUST003065,2023-05-10,대구,공공,장기,기본
CUST003066,2023-07-01,강원,상업,장기,프리미엄
CUST003067,2023-05-17,대구,산업,1년,프리미엄
CUST003068,2023-07-23,강원,상업,1년,기본
CUST003069,2023-02-10,대구,산업,장기,프리미엄
CUST003070,2023-07-11,강원,공공,2년,기본
CUST003071,2023-07-27,대구,공공,장기,기본
CUST003072,2023-08-24,인천,상업,1년,기본
CUST003073,2023-10-17,광주,산업,1년,기본
CUST003074,2023-05-05,부산,주택,2년,프리미엄
CUST003075,2023-12-23,대전,공공,장기,프리미엄
CUST003076,2023-04-26,경기,상업,2년,프리미엄
CUST003077,2023-06-03,세종,상업,2년,할인
CUST003078,2023-12-17,서울,산업,1년,프리미엄
CUST003079,2023-02-11,대전,상업,장기,프리미엄
CUST003080,2023-12-01,서울,공공,1년,할인
CUST003081,2023-11-29,부산,상업,장기,기본
CUST003082,2023-01-17,대전,상업,1년,기본
CUST003083,2023-02-17,대구,주택,1년,기본
CUST003084,2023-07-27,대구,주택,장기,할인
CUST003085,2023-07-14,세종,공공,장기,프리미엄
CUST003086,2023-07-13,서울,산업,1년,프리미엄
CUST003087,2023-10-10,경기,주택,장기,프리미엄
CUST003088,2023-09-01,부산,산업,1년,프리미엄
CUST003089,2023-01-29,대구,공공,장기,할인
CUST003090,2023-11-23,광주,주택,1년,프리미엄
CUST003091,2023-01-05,인천,산업,1년,기본
CUST003092,2023-12-26,인천,주택,1년,할인
CUST003093,2023-03-29,강원,공공,2년,할인
CUST003094,2023-02-12,경기,공공,장기,기본
CUST003095,2023-09-13,인천,주택,1년,기본
CUST003096,2023-08-11,강원,산업,2년,프리미엄
CUST003097,2023-11-27,서울,상업,1년,기본
CUST003098,2023-06-19,대구,상업,2년,할인
CUST003099,2023-10-17,대구,주택,1년,할인
CUST003100,2023-02-18,광주,산업,1년,할인
CUST003101,2023-09-28,대전,상업,2년,프리미엄
CUST003102,2023-01-22,인천,공공,2년,프리미엄
CUST003103,2023-04-28,서울,산업,장기,기본
CUST003104,2023-04-19,울산,상업,장기,프리미엄
CUST003105,2023-12-21,인천,산업,2년,프리미엄
CUST003106,2023-10-18,경기,주택,장기,할인
CUST003107,2023-09-01,대전,산업,2년,할인
CUST003108,2023-05-19,인천,상업,장기,기본
CUST003109,2023-01-24,서울,주택,1년,할인
CUST003110,2023-02-08,인천,산업,장기,프리미엄
CUST003111,2023-12-17,경기,공공,1년,기본
CUST003112,2023-05-24,울산,상업,1년,기본
CUST003113,2023-10-06,부산,주택,장기,할인
CUST003114,2023-10-16,세종,산업,2년,할인
CUST003115,2023-12-03,울산,공공,1년,할인
CUST003116,2023-01-17,강원,상업,1년,기본
CUST003117,2023-04-02,인천,공공,장기,할인
CUST003118,2023-06-11,대구,산업,2년,프리미엄
CUST003119,2023-01-09,광주,산업,2년,기본
CUST003120,2023-04-17,대구,주택,장기,할인
CUST003121,2023-10-28,울산,공공,2년,프리미엄
CUST003122,2023-03-15,대구,주택,장기,프리미엄
CUST003123,2023-12-31,서울,상업,장기,할인
CUST003124,2023-07-23,대구,주택,장기,프리미엄
CUST003125,2023-02-09,대전,상업,1년,기본
CUST003126,2023-06-03,부산,산업,1년,기본
CUST003127,2023-03-25,인천,산업,1년,프리미엄
CUST003128,2023-10-16,대구,공공,장기,기본
CUST003129,2023-05-04,경기,상업,1년,할인
CUST003130,2023-10-18,부산,산업,1년,프리미엄
CUST003131,2023-07-19,부산,공공,1년,기본
CUST003132,2023-12-13,대구,공공,장기,할인
CUST003133,2023-10-04,부산,주택,장기,할인
CUST003134,2023-06-19,광주,공공,장기,기본
CUST003135,2023-07-16,대구,산업,1년,프리미엄
CUST003136,2023-03-13,서울,주택,2년,할인
CUST003137,2023-12-19,울산,상업,1년,할인
CUST003138,2023-02-10,대전,상업,1년,할인
CUST003139,2023-09-14,세종,산업,장기,할인
CUST003140,2023-06-27,강원,산업,장기,프리미엄
CUST003141,2023-01-28,부산,주택,1년,기본
CUST003142,2023-02-20,서울,주택,1년,기본
CUST003143,2023-08-12,인천,산업,2년,기본
CUST003144,2023-04-29,인천,산업,2년,할인
CUST003145,2023-02-08,강원,상업,장기,프리미엄
CUST003146,2023-06-24,대전,상업,2년,기본
CUST003147,2023-11-06,부산,상업,2년,프리미엄
CUST003148,2023-11-11,광주,산업,장기,기본
CUST003149,2023-11-01,강원,공공,2년,할인
CUST003150,2023-07-23,대전,산업,1년,기본
CUST003151,2023-06-17,부산,산업,2년,할인
CUST003152,2023-01-16,서울,상업,장기,할인
CUST003153,2023-11-21,울산,산업,1년,기본
CUST003154,2023-05-20,광주,주택,2년,프리미엄
CUST003155,2023-08-19,세종,산업,1년,할인
CUST003156,2023-09-09,인천,산업,1년,프리미엄
CUST003157,2023-04-27,경기,산업,2년,기본
CUST003158,2023-07-02,서울,산업,2년,할인
CUST003159,2023-10-11,인천,공공,장기,프리미엄
CUST003160,2023-07-12,대구,산업,장기,할인
CUST003161,2023-08-10,경기,주택,1년,기본
CUST003162,2023-04-06,인천,주택,장기,할인
CUST003163,2023-12-15,대전,산업,1년,기본
CUST003164,2023-10-27,광주,상업,1년,프리미엄
CUST003165,2023-12-05,인천,공공,장기,할인
CUST003166,2023-07-14,세종,산업,장기,프리미엄
CUST003167,2023-02-13,울산,산업,장기,기본
CUST003168,2023-11-13,대전,산업,2년,기본
CUST003169,2023-06-01,서울,상업,1년,프리미엄
CUST003170,2023-05-07,서울,상업,1년,프리미엄
CUST003171,2024-01-01,서울,상업,1년,기본
CUST003172,2023-02-07,서울,공공,장기,프리미엄
CUST003173,2023-02-12,울산,주택,장기,기본
CUST003174,2023-05-18,인천,공공,장기,프리미엄
CUST003175,2023-03-20,부산,상업,장기,기본
CUST003176,2023-07-14,인천,주택,장기,기본
CUST003177,2023-12-31,대구,주택,2년,할인
CUST003178,2023-11-21,광주,상업,장기,기본
CUST003179,2023-03-20,경기,상업,1년,기본
CUST003180,2023-07-19,부산,공공,장기,할인
CUST003181,2023-06-12,부산,상업,1년,할인
CUST003182,2023-07-04,인천,주택,장기,프리미엄
CUST003183,2023-02-24,부산,산업,장기,프리미엄
CUST003184,2023-02-16,강원,상업,1년,기본
CUST003185,2023-01-03,강원,상업,1년,프리미엄
CUST003186,2023-06-07,대구,공공,1년,프리미엄
CUST003187,2023-08-16,경기,공공,1년,기본
CUST003188,2023-07-04,세종,상업,2년,할인
CUST003189,2023-05-19,울산,주택,1년,할인
CUST003190,2023-02-22,인천,주택,장기,기본
CUST003191,2023-03-09,울산,산업,장기,기본
CUST003192,2023-02-14,세종,상업,2년,기본
CUST003193,2023-04-06,인천,공공,1년,기본
CUST003194,2023-08-09,인천,주택,장기,기본
CUST003195,2023-08-18,경기,산업,2년,기본
CUST003196,2023-10-13,울산,상업,장기,프리미엄
CUST003197,2023-10-12,강원,주택,2년,프리미엄
CUST003198,2023-09-20,서울,상업,2년,프리미엄
CUST003199,2023-07-28,울산,상업,1년,할인
CUST003200,2023-02-22,광주,주택,2년,기본
CUST003201,2023-01-14,광주,주택,장기,기본
CUST003202,2023-02-15,인천,주택,장기,프리미엄
CUST003203,2023-07-01,서울,상업,1년,할인
CUST003204,2023-10-11,대전,상업,1년,프리미엄
CUST003205,2023-02-17,세종,산업,2년,기본
CUST003206,2023-11-02,대구,공공,1년,기본
CUST003207,2023-11-03,서울,상업,장기,프리미엄
CUST003208,2023-06-16,대구,공공,장기,프리미엄
CUST003209,2023-07-17,울산,주택,1년,기본
CUST003210,2023-01-07,울산,상업,1년,프리미엄
CUST003211,2023-05-30,대구,산업,1년,기본
CUST003212,2023-07-31,세종,산업,2년,프리미엄
CUST003213,2023-07-18,서울,공공,2년,할인
CUST003214,2023-02-13,대전,주택,장기,기본
CUST003215,2023-10-14,인천,공공,2년,할인
CUST003216,2023-05-05,경기,주택,2년,프리미엄
CUST003217,2023-10-20,울산,산업,2년,할인
CUST003218,2023-09-24,광주,공공,2년,프리미엄
CUST003219,2023-03-28,세종,산업,장기,할인
CUST003220,2023-12-17,경기,산업,1년,할인
CUST003221,2023-07-14,대전,주택,장기,할인
CUST003222,2023-03-28,부산,공공,2년,기본
CUST003223,2023-03-13,인천,공공,1년,할인
CUST003224,2023-05-18,울산,산업,1년,프리미엄
CUST003225,2023-06-04,인천,산업,1년,프리미엄
CUST003226,2023-05-18,경기,주택,장기,기본
CUST003227,2023-09-10,인천,상업,1년,기본
CUST003228,2023-03-16,부산,상업,장기,프리미엄
CUST003229,2023-02-02,경기,산업,장기,할인
CUST003230,2023-03-27,울산,상업,2년,프리미엄
CUST003231,2023-08-11,서울,상업,2년,기본
CUST003232,2023-05-22,광주,상업,1년,기본
CUST003233,2023-08-04,경기,상업,1년,프리미엄
CUST003234,2023-06-03,강원,산업,2년,할인
CUST003235,2023-09-05,부산,상업,장기,할인
CUST003236,2023-02-09,경기,상업,장기,기본
CUST003237,2023-07-04,경기,주택,2년,프리미엄
CUST003238,2023-05-09,강원,산업,장기,프리미엄
CUST003239,2023-05-07,울산,공공,2년,기본
CUST003240,2023-11-17,경기,공공,2년,프리미엄
CUST003241,2023-09-11,광주,주택,1년,기본
CUST003242,2023-11-01,인천,주택,1년,할인
CUST003243,2023-11-12,울산,산업,2년,할인
CUST003244,2023-04-11,광주,공공,1년,프리미엄
CUST003245,2023-08-23,울산,상업,2년,할인
CUST003246,2023-02-24,광주,주택,장기,할인
CUST003247,2023-03-11,부산,공공,장기,기본
CUST003248,2023-06-05,광주,산업,장기,기본
CUST003249,2023-01-04,대구,상업,장기,프리미엄
CUST003250,2023-07-22,광주,산업,2년,기본
CUST003251,2023-06-20,서울,주택,장기,프리미엄
CUST003252,2023-11-14,서울,공공,장기,프리미엄
CUST003253,2023-07-14,세종,공공,장기,기본
CUST003254,2023-06-18,대구,공공,장기,할인
CUST003255,2023-08-14,대구,공공,2년,할인
CUST003256,2023-06-21,인천,상업,장기,할인
CUST003257,2023-08-09,대구,상업,1년,할인
CUST003258,2023-11-30,인천,산업,1년,프리미엄
CUST003259,2023-11-01,세종,상업,1년,할인
CUST003260,2023-03-11,세종,주택,1년,프리미엄
CUST003261,2023-06-03,부산,주택,1년,기본
CUST003262,2023-06-14,서울,공공,1년,기본
CUST003263,2023-11-05,광주,주택,2년,프리미엄
CUST003264,2023-12-22,광주,산업,1년,할인
CUST003265,2023-04-13,강원,상업,장기,프리미엄
CUST003266,2023-09-03,강원,상업,1년,할인
CUST003267,2023-06-10,대전,상업,2년,할인
CUST003268,2023-04-01,울산,주택,1년,프리미엄
CUST003269,2023-07-23,부산,상업,장기,프리미엄
